CMDLINE /usr/local/opt/python/bin/python3.7 simpleProgram.py
MEM 533.585938 1551762092.0617
MEM 535.750000 1551762092.1636
MEM 538.144531 1551762092.2672
MEM 540.082031 1551762092.3675
MEM 527.937500 1551762092.4679
MEM 530.144531 1551762092.5702
MEM 531.500000 1551762092.6712
MEM 533.609375 1551762092.7716
MEM 535.960938 1551762092.8728
MEM 537.757812 1551762092.9734
MEM 539.613281 1551762093.0748
MEM 541.519531 1551762093.1751
MEM 543.382812 1551762093.2755
MEM 545.222656 1551762093.3757
MEM 547.359375 1551762093.4804
MEM 549.468750 1551762093.5847
MEM 551.917969 1551762093.6884
MEM 554.187500 1551762093.7906
MEM 557.148438 1551762093.8909
MEM 559.992188 1551762093.9928
MEM 562.503906 1551762094.0949
MEM 565.488281 1551762094.1975
MEM 567.953125 1551762094.2984
MEM 570.394531 1551762094.3986
MEM 573.535156 1551762094.4989
MEM 575.992188 1551762094.6008
MEM 578.277344 1551762094.7046
MEM 580.941406 1551762094.8095
MEM 583.917969 1551762094.9097
MEM 586.648438 1551762095.0126
MEM 589.179688 1551762095.1131
MEM 591.781250 1551762095.2138
MEM 594.500000 1551762095.3143
MEM 597.734375 1551762095.4163
MEM 600.828125 1551762095.5173
MEM 604.085938 1551762095.6203
MEM 595.144531 1551762095.7206
MEM 593.027344 1551762095.8212
MEM 595.824219 1551762095.9217
MEM 598.660156 1551762096.0225
MEM 601.570312 1551762096.1230
MEM 604.195312 1551762096.2236
MEM 606.238281 1551762096.3238
MEM 608.101562 1551762096.4246
MEM 609.906250 1551762096.5275
MEM 611.917969 1551762096.6314
MEM 613.976562 1551762096.7317
MEM 615.910156 1551762096.8324
MEM 617.812500 1551762096.9376
MEM 619.718750 1551762097.0417
MEM 622.101562 1551762097.1420
MEM 625.246094 1551762097.2472
MEM 628.363281 1551762097.3482
MEM 628.886719 1551762097.4501
MEM 628.886719 1551762097.5505
MEM 631.781250 1551762097.6521
MEM 634.691406 1551762097.7524
MEM 637.511719 1551762097.8543
MEM 640.109375 1551762097.9546
MEM 643.320312 1551762098.0596
MEM 646.351562 1551762098.1616
MEM 649.250000 1551762098.2622
MEM 652.214844 1551762098.3635
MEM 655.312500 1551762098.4666
MEM 658.453125 1551762098.5674
MEM 661.644531 1551762098.6709
MEM 664.769531 1551762098.7712
MEM 667.890625 1551762098.8749
MEM 670.769531 1551762098.9751
MEM 674.011719 1551762099.0792
MEM 677.058594 1551762099.1803
MEM 679.816406 1551762099.2840
MEM 682.726562 1551762099.3877
MEM 666.894531 1551762099.4929
MEM 669.917969 1551762099.5974
MEM 672.886719 1551762099.6978
MEM 674.683594 1551762099.7988
MEM 676.527344 1551762099.8998
MEM 678.335938 1551762100.0013
MEM 680.156250 1551762100.1034
MEM 682.199219 1551762100.2086
MEM 684.257812 1551762100.3097
MEM 686.167969 1551762100.4117
MEM 688.156250 1551762100.5140
MEM 689.988281 1551762100.6144
MEM 691.792969 1551762100.7148
MEM 694.863281 1551762100.8200
MEM 698.066406 1551762100.9248
MEM 701.203125 1551762101.0268
MEM 704.066406 1551762101.1278
MEM 707.132812 1551762101.2286
MEM 709.777344 1551762101.3312
MEM 712.820312 1551762101.4330
MEM 715.531250 1551762101.5377
MEM 718.082031 1551762101.6388
MEM 721.046875 1551762101.7392
MEM 724.078125 1551762101.8443
MEM 727.183594 1551762101.9467
MEM 730.351562 1551762102.0486
MEM 733.457031 1551762102.1515
MEM 735.796875 1551762102.2532
MEM 738.812500 1551762102.3545
MEM 741.644531 1551762102.4553
MEM 744.281250 1551762102.5605
MEM 745.082031 1551762102.6616
MEM 743.136719 1551762102.7622
MEM 745.410156 1551762102.8633
MEM 747.691406 1551762102.9641
MEM 750.468750 1551762103.0647
MEM 753.468750 1551762103.1650
MEM 754.257812 1551762103.2675
MEM 754.257812 1551762103.3678
MEM 754.257812 1551762103.4681
MEM 754.878906 1551762103.5690
MEM 754.878906 1551762103.6703
MEM 754.878906 1551762103.7707
MEM 754.878906 1551762103.8728
MEM 754.878906 1551762103.9733
MEM 754.878906 1551762104.0759
MEM 754.878906 1551762104.1776
MEM 754.878906 1551762104.2779
MEM 757.777344 1551762104.3791
MEM 760.750000 1551762104.4804
MEM 763.789062 1551762104.5812
MEM 745.320312 1551762104.6835
MEM 747.750000 1551762104.7880
MEM 750.640625 1551762104.8929
MEM 752.480469 1551762104.9979
MEM 755.343750 1551762105.0984
MEM 757.875000 1551762105.2004
MEM 759.972656 1551762105.3008
MEM 772.988281 1551762105.4015
MEM 782.480469 1551762105.5031
MEM 782.480469 1551762105.6048
MEM 785.085938 1551762105.7058
MEM 787.562500 1551762105.8109
MEM 789.046875 1551762105.9113
MEM 791.917969 1551762106.0118
MEM 794.859375 1551762106.1147
MEM 797.886719 1551762106.2174
MEM 799.238281 1551762106.3216
MEM 801.238281 1551762106.4221
MEM 804.500000 1551762106.5256
MEM 807.558594 1551762106.6261
MEM 810.628906 1551762106.7270
MEM 813.472656 1551762106.8273
MEM 815.890625 1551762106.9321
MEM 817.054688 1551762107.0358
MEM 817.054688 1551762107.1395
MEM 817.054688 1551762107.2430
MEM 817.054688 1551762107.3474
MEM 817.054688 1551762107.4496
MEM 817.054688 1551762107.5499
MEM 817.054688 1551762107.6510
MEM 817.054688 1551762107.7527
MEM 817.054688 1551762107.8548
MEM 817.054688 1551762107.9580
MEM 817.054688 1551762108.0620
MEM 817.054688 1551762108.1641
MEM 818.250000 1551762108.2666
MEM 819.937500 1551762108.3684
MEM 822.187500 1551762108.4690
MEM 824.339844 1551762108.5725
MEM 826.585938 1551762108.6736
MEM 829.210938 1551762108.7785
MEM 830.003906 1551762108.8799
MEM 831.019531 1551762108.9842
MEM 833.832031 1551762109.0882
MEM 837.121094 1551762109.1932
MEM 840.113281 1551762109.2957
MEM 842.937500 1551762109.3977
MEM 846.058594 1551762109.5015
MEM 825.277344 1551762109.6068
MEM 828.406250 1551762109.7120
MEM 830.316406 1551762109.8143
MEM 832.656250 1551762109.9146
MEM 835.117188 1551762110.0149
MEM 838.031250 1551762110.1152
MEM 841.105469 1551762110.2175
MEM 842.566406 1551762110.3181
MEM 844.820312 1551762110.4184
MEM 847.988281 1551762110.5211
MEM 850.910156 1551762110.6221
MEM 852.382812 1551762110.7273
MEM 854.371094 1551762110.8300
MEM 856.390625 1551762110.9318
MEM 858.398438 1551762111.0334
MEM 860.355469 1551762111.1348
MEM 862.312500 1551762111.2356
MEM 864.238281 1551762111.3381
MEM 866.210938 1551762111.4405
MEM 868.125000 1551762111.5422
MEM 870.109375 1551762111.6468
MEM 872.074219 1551762111.7491
MEM 874.019531 1551762111.8541
MEM 875.554688 1551762111.9552
MEM 876.867188 1551762112.0570
MEM 879.851562 1551762112.1578
MEM 880.171875 1551762112.2613
MEM 882.828125 1551762112.3618
MEM 884.046875 1551762112.4622
MEM 881.625000 1551762112.5644
MEM 884.613281 1551762112.6657
MEM 886.656250 1551762112.7701
MEM 887.660156 1551762112.8714
MEM 886.718750 1551762112.9741
MEM 889.875000 1551762113.0755
MEM 891.566406 1551762113.1759
MEM 893.203125 1551762113.2762
MEM 892.898438 1551762113.3764
MEM 895.945312 1551762113.4801
MEM 898.933594 1551762113.5803
MEM 899.718750 1551762113.6806
MEM 901.105469 1551762113.7809
MEM 900.355469 1551762113.8817
MEM 902.875000 1551762113.9852
MEM 904.730469 1551762114.0900
MEM 905.601562 1551762114.1914
MEM 908.621094 1551762114.2925
MEM 911.437500 1551762114.3977
MEM 913.515625 1551762114.4983
MEM 913.597656 1551762114.6005
MEM 913.597656 1551762114.7010
MEM 913.660156 1551762114.8062
MEM 913.660156 1551762114.9112
MEM 913.660156 1551762115.0124
MEM 914.476562 1551762115.1127
MEM 915.125000 1551762115.2135
MEM 916.289062 1551762115.3179
MEM 916.289062 1551762115.4204
MEM 916.289062 1551762115.5213
MEM 915.699219 1551762115.6252
MEM 915.699219 1551762115.7261
MEM 915.699219 1551762115.8288
MEM 915.238281 1551762115.9345
MEM 916.058594 1551762116.0382
MEM 914.210938 1551762116.1413
MEM 902.144531 1551762116.2417
MEM 869.183594 1551762116.3459
MEM 869.421875 1551762116.4483
MEM 845.652344 1551762116.5518
MEM 847.183594 1551762116.6526
MEM 849.539062 1551762116.7529
MEM 852.105469 1551762116.8535
MEM 854.988281 1551762116.9571
MEM 858.191406 1551762117.0612
MEM 885.480469 1551762117.1623
MEM 885.894531 1551762117.2650
MEM 885.894531 1551762117.3664
MEM 886.386719 1551762117.4677
MEM 885.558594 1551762117.5713
MEM 887.710938 1551762117.6734
MEM 890.089844 1551762117.7742
MEM 891.386719 1551762117.8756
MEM 893.777344 1551762117.9761
MEM 895.019531 1551762118.0764
MEM 896.644531 1551762118.1816
MEM 899.066406 1551762118.2823
MEM 900.097656 1551762118.3827
MEM 896.457031 1551762118.4869
MEM 894.593750 1551762118.5917
MEM 893.648438 1551762118.6974
MEM 892.753906 1551762118.7980
MEM 892.683594 1551762118.8989
MEM 893.140625 1551762119.0014
MEM 891.613281 1551762119.1048
MEM 892.675781 1551762119.2054
MEM 891.832031 1551762119.3080
MEM 894.070312 1551762119.4083
MEM 895.808594 1551762119.5117
MEM 898.507812 1551762119.6130
MEM 900.621094 1551762119.7135
MEM 903.128906 1551762119.8146
MEM 904.167969 1551762119.9150
MEM 904.167969 1551762120.0155
MEM 904.167969 1551762120.1185
MEM 904.167969 1551762120.2212
MEM 904.167969 1551762120.3228
MEM 904.167969 1551762120.4240
MEM 904.167969 1551762120.5245
MEM 904.167969 1551762120.6248
MEM 904.167969 1551762120.7252
MEM 904.167969 1551762120.8278
MEM 904.167969 1551762120.9311
MEM 904.167969 1551762121.0342
MEM 904.167969 1551762121.1384
MEM 904.167969 1551762121.2403
MEM 904.167969 1551762121.3422
MEM 904.167969 1551762121.4437
MEM 904.167969 1551762121.5445
MEM 904.089844 1551762121.6465
MEM 904.089844 1551762121.7494
MEM 904.089844 1551762121.8513
MEM 904.089844 1551762121.9523
MEM 904.089844 1551762122.0533
MEM 904.246094 1551762122.1552
MEM 905.730469 1551762122.2586
MEM 909.054688 1551762122.3629
MEM 912.242188 1551762122.4632
MEM 915.480469 1551762122.5684
MEM 918.535156 1551762122.6689
MEM 921.582031 1551762122.7703
MEM 924.453125 1551762122.8706
MEM 927.207031 1551762122.9711
MEM 929.839844 1551762123.0717
MEM 932.640625 1551762123.1721
MEM 935.765625 1551762123.2737
MEM 938.730469 1551762123.3760
MEM 941.507812 1551762123.4767
MEM 944.281250 1551762123.5775
MEM 947.410156 1551762123.6810
MEM 950.742188 1551762123.7862
MEM 953.882812 1551762123.8884
MEM 956.484375 1551762123.9890
MEM 959.312500 1551762124.0915
MEM 960.441406 1551762124.1925
MEM 962.902344 1551762124.2930
MEM 964.808594 1551762124.3936
MEM 966.562500 1551762124.4941
MEM 938.410156 1551762124.5947
MEM 940.476562 1551762124.6959
MEM 942.988281 1551762124.7978
MEM 945.277344 1551762124.9017
MEM 946.781250 1551762125.0050
MEM 948.171875 1551762125.1064
MEM 948.933594 1551762125.2115
MEM 950.734375 1551762125.3148
MEM 952.414062 1551762125.4180
MEM 953.960938 1551762125.5186
MEM 955.546875 1551762125.6192
MEM 957.226562 1551762125.7234
MEM 958.812500 1551762125.8239
MEM 960.535156 1551762125.9244
MEM 962.085938 1551762126.0273
MEM 963.867188 1551762126.1298
MEM 965.636719 1551762126.2301
MEM 967.367188 1551762126.3343
MEM 969.351562 1551762126.4390
MEM 971.203125 1551762126.5395
MEM 973.156250 1551762126.6404
MEM 974.925781 1551762126.7415
MEM 976.734375 1551762126.8434
MEM 977.230469 1551762126.9439
MEM 964.445312 1551762127.0452
MEM 966.398438 1551762127.1464
MEM 968.503906 1551762127.2469
MEM 970.117188 1551762127.3477
MEM 972.312500 1551762127.4482
MEM 975.410156 1551762127.5485
MEM 978.476562 1551762127.6538
MEM 981.363281 1551762127.7544
MEM 984.378906 1551762127.8559
MEM 987.285156 1551762127.9606
MEM 990.460938 1551762128.0626
MEM 993.605469 1551762128.1671
MEM 996.226562 1551762128.2676
MEM 999.222656 1551762128.3679
MEM 1002.054688 1551762128.4683
MEM 1004.902344 1551762128.5686
MEM 1007.367188 1551762128.6692
MEM 1010.386719 1551762128.7708
MEM 1013.292969 1551762128.8721
MEM 1016.023438 1551762128.9726
MEM 1019.058594 1551762129.0733
MEM 1022.078125 1551762129.1736
MEM 1024.875000 1551762129.2739
MEM 1026.191406 1551762129.3745
MEM 1020.640625 1551762129.4753
MEM 1019.296875 1551762129.5758
MEM 1019.613281 1551762129.6761
MEM 1019.007812 1551762129.7764
MEM 1014.996094 1551762129.8797
MEM 1014.996094 1551762129.9803
MEM 1014.996094 1551762130.0806
MEM 1014.996094 1551762130.1815
MEM 1015.222656 1551762130.2847
MEM 1015.839844 1551762130.3887
MEM 1016.378906 1551762130.4917
MEM 1016.718750 1551762130.5926
MEM 1017.437500 1551762130.6932
MEM 1017.968750 1551762130.7944
MEM 1018.644531 1551762130.8958
MEM 1019.968750 1551762130.9962
MEM 1020.464844 1551762131.0968
MEM 1020.464844 1551762131.1985
MEM 1020.464844 1551762131.3012
MEM 1021.906250 1551762131.4048
MEM 1023.328125 1551762131.5059
MEM 1023.328125 1551762131.6064
MEM 1025.152344 1551762131.7095
MEM 1028.082031 1551762131.8121
MEM 1030.996094 1551762131.9127
MEM 1033.757812 1551762132.0151
MEM 1035.691406 1551762132.1153
MEM 1037.996094 1551762132.2167
MEM 1040.945312 1551762132.3172
MEM 1043.691406 1551762132.4224
MEM 1045.941406 1551762132.5259
MEM 1048.007812 1551762132.6263
MEM 1050.449219 1551762132.7314
MEM 1052.929688 1551762132.8316
MEM 1055.441406 1551762132.9320
MEM 1058.058594 1551762133.0334
MEM 1060.769531 1551762133.1337
MEM 1063.433594 1551762133.2390
MEM 1065.851562 1551762133.3393
MEM 1068.792969 1551762133.4404
MEM 1071.644531 1551762133.5446
MEM 1074.554688 1551762133.6471
MEM 1077.562500 1551762133.7498
MEM 1079.781250 1551762133.8523
MEM 1082.578125 1551762133.9541
MEM 1082.421875 1551762134.0545
MEM 1050.910156 1551762134.1581
MEM 1052.812500 1551762134.2631
MEM 1086.902344 1551762134.3648
MEM 1086.902344 1551762134.4658
MEM 1086.902344 1551762134.5669
MEM 1086.902344 1551762134.6672
MEM 1089.210938 1551762134.7676
MEM 1091.824219 1551762134.8690
MEM 1091.824219 1551762134.9694
MEM 1091.824219 1551762135.0736
MEM 1091.824219 1551762135.1744
MEM 1091.824219 1551762135.2747
MEM 1091.824219 1551762135.3754
MEM 1091.824219 1551762135.4762
MEM 1091.824219 1551762135.5779
MEM 1091.824219 1551762135.6784
MEM 1091.824219 1551762135.7837
MEM 1091.824219 1551762135.8887
MEM 1091.824219 1551762135.9911
MEM 1091.824219 1551762136.0948
MEM 1091.824219 1551762136.1999
MEM 1091.824219 1551762136.3018
MEM 1091.824219 1551762136.4059
MEM 1091.824219 1551762136.5068
MEM 1091.824219 1551762136.6073
MEM 1091.824219 1551762136.7096
MEM 1091.824219 1551762136.8105
MEM 1092.894531 1551762136.9135
MEM 1095.277344 1551762137.0147
MEM 1097.886719 1551762137.1178
MEM 1099.523438 1551762137.2219
MEM 1100.960938 1551762137.3232
MEM 1102.277344 1551762137.4234
MEM 1103.242188 1551762137.5264
MEM 1101.363281 1551762137.6272
MEM 1097.667969 1551762137.7281
MEM 1099.445312 1551762137.8316
MEM 1101.421875 1551762137.9320
MEM 1100.824219 1551762138.0327
MEM 1100.757812 1551762138.1413
MEM 1100.691406 1551762138.2422
MEM 1101.394531 1551762138.3463
MEM 1103.636719 1551762138.4490
MEM 1105.113281 1551762138.5503
MEM 1107.316406 1551762138.6506
MEM 1108.820312 1551762138.7516
MEM 1110.355469 1551762138.8537
MEM 1099.652344 1551762138.9549
MEM 1099.699219 1551762139.0554
MEM 1100.117188 1551762139.1578
MEM 1100.902344 1551762139.2581
MEM 1101.523438 1551762139.3602
MEM 1098.335938 1551762139.4641
MEM 1088.914062 1551762139.5645
MEM 1089.222656 1551762139.6680
MEM 1091.859375 1551762139.7687
MEM 1094.210938 1551762139.8712
MEM 1097.250000 1551762139.9744
MEM 1099.855469 1551762140.0747
MEM 1098.808594 1551762140.1754
MEM 1092.699219 1551762140.2803
MEM 1093.964844 1551762140.3807
MEM 1096.308594 1551762140.4826
MEM 1097.558594 1551762140.5855
MEM 1096.753906 1551762140.6899
MEM 1081.933594 1551762140.7914
MEM 1083.460938 1551762140.8936
MEM 1072.621094 1551762140.9954
MEM 1069.804688 1551762141.0959
MEM 1064.402344 1551762141.1962
MEM 1058.628906 1551762141.2998
MEM 1051.878906 1551762141.4008
MEM 1028.835938 1551762141.5013
MEM 1027.667969 1551762141.6020
MEM 1039.566406 1551762141.7068
MEM 1056.757812 1551762141.8072
MEM 1052.773438 1551762141.9081
MEM 1053.601562 1551762142.0096
MEM 1036.851562 1551762142.1148
MEM 1021.085938 1551762142.2180
MEM 1008.613281 1551762142.3188
MEM 1018.183594 1551762142.4229
MEM 1033.839844 1551762142.5245
MEM 1059.015625 1551762142.6268
MEM 1084.222656 1551762142.7276
MEM 1100.312500 1551762142.8294
MEM 1100.312500 1551762142.9336
MEM 1100.316406 1551762143.0359
MEM 1100.316406 1551762143.1404
MEM 1100.316406 1551762143.2429
MEM 1100.320312 1551762143.3433
MEM 1100.320312 1551762143.4438
MEM 1100.324219 1551762143.5473
MEM 1100.324219 1551762143.6478
MEM 1100.324219 1551762143.7485
MEM 1100.324219 1551762143.8537
MEM 1100.324219 1551762143.9544
MEM 1100.324219 1551762144.0548
MEM 1107.410156 1551762144.1561
MEM 1130.292969 1551762144.2588
MEM 1131.656250 1551762144.3631
MEM 1133.398438 1551762144.4671
MEM 1135.625000 1551762144.5678
