CMDLINE /usr/local/opt/python/bin/python3.7 simpleProgram.py
MEM 1138.414062 1551762144.6701
MEM 1140.945312 1551762144.7704
MEM 1143.671875 1551762144.8715
MEM 1146.625000 1551762144.9742
MEM 1149.605469 1551762145.0750
MEM 1151.968750 1551762145.1756
MEM 1154.812500 1551762145.2768
MEM 1157.558594 1551762145.3771
MEM 1154.207031 1551762145.4778
MEM 1153.636719 1551762145.5812
MEM 1156.628906 1551762145.6844
MEM 1159.585938 1551762145.7891
MEM 1162.335938 1551762145.8904
MEM 1165.269531 1551762145.9953
MEM 1167.875000 1551762146.0959
MEM 1170.468750 1551762146.1962
MEM 1173.246094 1551762146.3001
MEM 1176.632812 1551762146.4052
MEM 1179.613281 1551762146.5082
MEM 1182.671875 1551762146.6132
MEM 1185.648438 1551762146.7170
MEM 1188.500000 1551762146.8174
MEM 1191.261719 1551762146.9181
MEM 1194.218750 1551762147.0186
MEM 1194.234375 1551762147.1196
MEM 1194.234375 1551762147.2228
MEM 1194.234375 1551762147.3252
MEM 1194.234375 1551762147.4292
MEM 1194.234375 1551762147.5300
MEM 1194.234375 1551762147.6325
MEM 1194.238281 1551762147.7328
MEM 1194.238281 1551762147.8342
MEM 1194.238281 1551762147.9373
MEM 1194.238281 1551762148.0376
MEM 1194.238281 1551762148.1381
MEM 1194.238281 1551762148.2388
MEM 1194.238281 1551762148.3418
MEM 1194.238281 1551762148.4421
MEM 1194.238281 1551762148.5451
MEM 1194.238281 1551762148.6478
MEM 1194.238281 1551762148.7524
MEM 1194.238281 1551762148.8545
MEM 1194.238281 1551762148.9548
MEM 1113.535156 1551762149.0567
MEM 1008.109375 1551762149.1602
MEM 907.636719 1551762149.2606
MEM 792.886719 1551762149.3615
MEM 676.140625 1551762149.4660
MEM 571.507812 1551762149.5684
MEM 457.574219 1551762149.6689
MEM 353.773438 1551762149.7698
MEM 239.453125 1551762149.8726
MEM 138.894531 1551762149.9729
MEM 16.910156 1551762150.0733
