CMDLINE /usr/local/opt/python/bin/python3.7 simpleProgram.py
MEM 632.039062 1551758113.4074
MEM 635.066406 1551758113.5078
MEM 638.085938 1551758113.6098
MEM 641.046875 1551758113.7109
MEM 644.273438 1551758113.8113
MEM 647.242188 1551758113.9124
MEM 649.988281 1551758114.0126
MEM 652.691406 1551758114.1131
MEM 669.503906 1551758114.2170
MEM 670.269531 1551758114.3214
MEM 673.238281 1551758114.4216
MEM 676.324219 1551758114.5246
MEM 679.410156 1551758114.6259
MEM 682.406250 1551758114.7280
MEM 685.468750 1551758114.8329
MEM 688.609375 1551758114.9380
MEM 691.441406 1551758115.0412
MEM 694.148438 1551758115.1416
MEM 696.015625 1551758115.2419
MEM 698.785156 1551758115.3429
MEM 701.863281 1551758115.4447
MEM 704.980469 1551758115.5473
MEM 708.093750 1551758115.6500
MEM 711.070312 1551758115.7509
MEM 713.765625 1551758115.8541
MEM 716.691406 1551758115.9581
MEM 719.746094 1551758116.0588
MEM 722.882812 1551758116.1593
MEM 726.144531 1551758116.2603
MEM 710.449219 1551758116.3624
MEM 713.371094 1551758116.4648
MEM 715.421875 1551758116.5656
MEM 717.507812 1551758116.6661
MEM 719.777344 1551758116.7713
MEM 721.972656 1551758116.8758
MEM 724.019531 1551758116.9783
MEM 726.324219 1551758117.0835
MEM 728.519531 1551758117.1879
MEM 730.710938 1551758117.2902
MEM 733.046875 1551758117.3905
MEM 736.019531 1551758117.4908
MEM 738.843750 1551758117.5914
MEM 741.769531 1551758117.6939
MEM 740.941406 1551758117.7944
MEM 741.175781 1551758117.8951
MEM 739.367188 1551758117.9954
MEM 734.687500 1551758118.0956
MEM 734.394531 1551758118.1965
MEM 737.578125 1551758118.2979
MEM 740.117188 1551758118.3982
MEM 739.746094 1551758118.5010
MEM 739.792969 1551758118.6013
MEM 740.343750 1551758118.7024
MEM 739.917969 1551758118.8029
MEM 740.097656 1551758118.9039
MEM 735.335938 1551758119.0043
MEM 731.628906 1551758119.1046
MEM 734.644531 1551758119.2049
MEM 735.957031 1551758119.3057
MEM 732.683594 1551758119.4080
MEM 728.359375 1551758119.5083
MEM 726.980469 1551758119.6093
MEM 719.757812 1551758119.7100
MEM 720.972656 1551758119.8145
MEM 724.160156 1551758119.9147
MEM 726.617188 1551758120.0166
MEM 726.148438 1551758120.1214
MEM 708.660156 1551758120.2244
MEM 711.804688 1551758120.3274
MEM 714.953125 1551758120.4291
MEM 717.875000 1551758120.5300
MEM 720.925781 1551758120.6309
MEM 723.953125 1551758120.7314
MEM 734.074219 1551758120.8316
MEM 747.167969 1551758120.9358
MEM 747.167969 1551758121.0403
MEM 750.328125 1551758121.1437
MEM 753.484375 1551758121.2446
MEM 756.605469 1551758121.3498
MEM 759.285156 1551758121.4521
MEM 761.953125 1551758121.5525
MEM 762.941406 1551758121.6533
MEM 758.847656 1551758121.7535
MEM 758.832031 1551758121.8540
MEM 757.457031 1551758121.9542
MEM 756.359375 1551758122.0581
MEM 753.531250 1551758122.1583
MEM 748.500000 1551758122.2586
MEM 751.609375 1551758122.3591
MEM 752.933594 1551758122.4596
MEM 750.902344 1551758122.5598
MEM 750.902344 1551758122.6634
MEM 750.902344 1551758122.7649
MEM 748.222656 1551758122.8697
MEM 748.222656 1551758122.9716
MEM 744.933594 1551758123.0734
MEM 744.933594 1551758123.1751
MEM 744.933594 1551758123.2763
MEM 744.933594 1551758123.3779
MEM 744.933594 1551758123.4796
MEM 746.136719 1551758123.5846
MEM 748.894531 1551758123.6894
MEM 751.300781 1551758123.7901
MEM 754.164062 1551758123.8905
MEM 756.886719 1551758123.9911
MEM 760.117188 1551758124.0947
MEM 763.082031 1551758124.1965
MEM 766.273438 1551758124.2969
MEM 769.300781 1551758124.3975
MEM 772.117188 1551758124.4977
MEM 775.039062 1551758124.5981
MEM 777.863281 1551758124.6983
MEM 780.605469 1551758124.7987
MEM 783.523438 1551758124.8991
MEM 762.179688 1551758124.9995
MEM 763.421875 1551758125.0999
MEM 764.179688 1551758125.2002
MEM 766.625000 1551758125.3030
MEM 769.511719 1551758125.4049
MEM 772.242188 1551758125.5053
MEM 775.292969 1551758125.6063
MEM 778.007812 1551758125.7067
MEM 780.730469 1551758125.8080
MEM 783.449219 1551758125.9083
MEM 784.414062 1551758126.0086
MEM 786.296875 1551758126.1089
MEM 789.351562 1551758126.2103
MEM 792.582031 1551758126.3132
MEM 795.472656 1551758126.4144
MEM 798.656250 1551758126.5148
MEM 801.800781 1551758126.6184
MEM 804.363281 1551758126.7220
MEM 803.558594 1551758126.8270
MEM 806.257812 1551758126.9296
MEM 809.550781 1551758127.0343
MEM 812.718750 1551758127.1370
MEM 814.988281 1551758127.2405
MEM 817.156250 1551758127.3411
MEM 820.062500 1551758127.4413
MEM 822.613281 1551758127.5435
MEM 825.152344 1551758127.6451
MEM 827.605469 1551758127.7454
MEM 830.382812 1551758127.8458
MEM 832.281250 1551758127.9472
MEM 834.871094 1551758128.0481
MEM 837.890625 1551758128.1484
MEM 839.992188 1551758128.2528
MEM 842.792969 1551758128.3577
MEM 845.683594 1551758128.4624
MEM 849.000000 1551758128.5642
MEM 850.484375 1551758128.6647
MEM 852.472656 1551758128.7699
MEM 854.593750 1551758128.8717
MEM 856.738281 1551758128.9727
MEM 858.875000 1551758129.0730
MEM 860.601562 1551758129.1766
MEM 862.820312 1551758129.2769
MEM 865.023438 1551758129.3811
MEM 867.089844 1551758129.4829
MEM 869.285156 1551758129.5881
MEM 871.351562 1551758129.6897
MEM 872.101562 1551758129.7908
MEM 872.976562 1551758129.8951
MEM 875.933594 1551758129.9954
MEM 878.648438 1551758130.0976
MEM 854.773438 1551758130.1980
MEM 857.644531 1551758130.3013
MEM 860.484375 1551758130.4024
MEM 863.679688 1551758130.5075
MEM 866.957031 1551758130.6097
MEM 894.406250 1551758130.7113
MEM 894.406250 1551758130.8124
MEM 894.406250 1551758130.9141
MEM 896.972656 1551758131.0151
MEM 900.312500 1551758131.1178
MEM 903.042969 1551758131.2203
MEM 905.664062 1551758131.3215
MEM 907.726562 1551758131.4230
MEM 909.605469 1551758131.5266
MEM 912.667969 1551758131.6282
MEM 915.902344 1551758131.7284
MEM 919.187500 1551758131.8286
MEM 922.363281 1551758131.9302
MEM 922.500000 1551758132.0306
MEM 924.683594 1551758132.1310
MEM 928.113281 1551758132.2361
MEM 929.609375 1551758132.3411
MEM 931.503906 1551758132.4417
MEM 933.988281 1551758132.5435
MEM 937.273438 1551758132.6486
MEM 940.351562 1551758132.7538
MEM 943.339844 1551758132.8549
MEM 945.976562 1551758132.9554
MEM 948.667969 1551758133.0571
MEM 951.578125 1551758133.1581
MEM 954.621094 1551758133.2594
MEM 957.519531 1551758133.3602
MEM 960.410156 1551758133.4613
MEM 963.363281 1551758133.5651
MEM 966.371094 1551758133.6668
MEM 969.367188 1551758133.7721
MEM 972.476562 1551758133.8769
MEM 974.789062 1551758133.9821
MEM 977.644531 1551758134.0873
MEM 980.667969 1551758134.1907
MEM 983.734375 1551758134.2947
MEM 986.746094 1551758134.3999
MEM 990.058594 1551758134.5026
MEM 992.753906 1551758134.6029
MEM 965.359375 1551758134.7081
MEM 968.527344 1551758134.8083
MEM 970.500000 1551758134.9088
MEM 972.390625 1551758135.0096
MEM 974.656250 1551758135.1131
MEM 976.789062 1551758135.2142
MEM 978.906250 1551758135.3145
MEM 981.042969 1551758135.4153
MEM 983.101562 1551758135.5193
MEM 985.253906 1551758135.6212
MEM 987.242188 1551758135.7218
MEM 989.339844 1551758135.8270
MEM 991.277344 1551758135.9285
MEM 993.230469 1551758136.0311
MEM 995.484375 1551758136.1355
MEM 997.761719 1551758136.2387
MEM 999.863281 1551758136.3409
MEM 1001.730469 1551758136.4448
MEM 997.304688 1551758136.5453
MEM 1000.542969 1551758136.6475
MEM 1003.425781 1551758136.7479
MEM 1004.781250 1551758136.8490
MEM 1008.062500 1551758136.9536
MEM 1010.832031 1551758137.0589
MEM 1013.335938 1551758137.1593
MEM 1016.406250 1551758137.2596
MEM 1016.511719 1551758137.3612
MEM 1018.894531 1551758137.4621
MEM 1021.199219 1551758137.5625
MEM 1023.753906 1551758137.6630
MEM 1026.242188 1551758137.7636
MEM 1028.078125 1551758137.8677
MEM 1031.167969 1551758137.9679
MEM 1034.242188 1551758138.0685
MEM 1036.812500 1551758138.1687
MEM 1039.371094 1551758138.2697
MEM 1038.523438 1551758138.3720
MEM 1041.453125 1551758138.4760
MEM 1044.324219 1551758138.5813
MEM 1046.984375 1551758138.6848
MEM 1050.156250 1551758138.7900
MEM 1053.445312 1551758138.8927
MEM 1056.453125 1551758138.9931
MEM 1059.261719 1551758139.0941
MEM 1061.878906 1551758139.1943
MEM 1064.949219 1551758139.2954
MEM 1066.179688 1551758139.3971
MEM 1068.429688 1551758139.5024
MEM 1071.449219 1551758139.6027
MEM 1073.207031 1551758139.7034
MEM 1076.238281 1551758139.8039
MEM 1078.148438 1551758139.9058
MEM 1080.484375 1551758140.0071
MEM 1083.507812 1551758140.1076
MEM 1086.496094 1551758140.2127
MEM 1089.800781 1551758140.3133
MEM 1093.183594 1551758140.4183
MEM 1095.625000 1551758140.5204
MEM 1097.964844 1551758140.6210
MEM 1101.070312 1551758140.7221
MEM 1103.800781 1551758140.8270
MEM 1107.007812 1551758140.9282
MEM 1078.203125 1551758141.0306
MEM 1080.222656 1551758141.1341
MEM 1113.902344 1551758141.2364
MEM 1113.902344 1551758141.3403
MEM 1113.902344 1551758141.4410
MEM 1116.062500 1551758141.5412
MEM 1118.589844 1551758141.6438
MEM 1118.589844 1551758141.7463
MEM 1118.589844 1551758141.8469
MEM 1118.589844 1551758141.9476
MEM 1118.589844 1551758142.0484
MEM 1117.714844 1551758142.1489
MEM 1117.714844 1551758142.2493
MEM 1117.714844 1551758142.3500
MEM 1117.714844 1551758142.4542
MEM 1117.714844 1551758142.5544
MEM 1117.714844 1551758142.6548
MEM 1117.535156 1551758142.7601
MEM 1117.535156 1551758142.8637
MEM 1117.535156 1551758142.9641
MEM 1117.535156 1551758143.0693
MEM 1117.535156 1551758143.1721
MEM 1118.343750 1551758143.2724
MEM 1121.574219 1551758143.3777
MEM 1124.597656 1551758143.4792
MEM 1127.695312 1551758143.5804
MEM 1127.230469 1551758143.6813
MEM 1129.652344 1551758143.7865
MEM 1130.738281 1551758143.8911
MEM 1133.210938 1551758143.9921
MEM 1135.238281 1551758144.0973
MEM 1138.636719 1551758144.2011
MEM 1141.996094 1551758144.3063
MEM 1144.988281 1551758144.4084
MEM 1146.007812 1551758144.5101
MEM 1149.042969 1551758144.6103
MEM 1150.089844 1551758144.7115
MEM 1152.953125 1551758144.8118
MEM 1156.292969 1551758144.9170
MEM 1158.500000 1551758145.0173
MEM 1161.003906 1551758145.1195
MEM 1162.160156 1551758145.2222
MEM 1163.945312 1551758145.3267
MEM 1166.789062 1551758145.4274
MEM 1164.437500 1551758145.5326
MEM 1162.250000 1551758145.6329
MEM 1165.347656 1551758145.7346
MEM 1168.500000 1551758145.8353
MEM 1171.453125 1551758145.9399
MEM 1174.234375 1551758146.0411
MEM 1177.539062 1551758146.1429
MEM 1180.191406 1551758146.2481
MEM 1183.304688 1551758146.3489
MEM 1186.296875 1551758146.4492
MEM 1189.375000 1551758146.5544
MEM 1192.742188 1551758146.6574
MEM 1195.703125 1551758146.7616
MEM 1199.066406 1551758146.8668
MEM 1201.902344 1551758146.9672
MEM 1203.476562 1551758147.0724
MEM 1206.332031 1551758147.1736
MEM 1209.464844 1551758147.2776
MEM 1212.531250 1551758147.3822
MEM 1215.855469 1551758147.4874
MEM 1218.144531 1551758147.5912
MEM 1220.167969 1551758147.6936
MEM 1222.933594 1551758147.7988
MEM 1224.992188 1551758147.8999
MEM 1227.742188 1551758148.0003
MEM 1227.996094 1551758148.1005
MEM 1226.976562 1551758148.2008
MEM 1226.976562 1551758148.3015
MEM 1226.980469 1551758148.4068
MEM 1226.980469 1551758148.5072
MEM 1226.980469 1551758148.6080
MEM 1226.980469 1551758148.7100
MEM 1226.980469 1551758148.8103
MEM 1226.984375 1551758148.9106
MEM 1226.984375 1551758149.0112
MEM 1226.984375 1551758149.1118
MEM 1226.984375 1551758149.2172
MEM 1226.984375 1551758149.3199
MEM 1226.984375 1551758149.4204
MEM 1226.984375 1551758149.5209
MEM 1226.984375 1551758149.6260
MEM 1226.859375 1551758149.7275
MEM 1227.324219 1551758149.8282
MEM 1230.550781 1551758149.9313
MEM 1233.589844 1551758150.0327
MEM 1198.511719 1551758150.1343
MEM 1201.582031 1551758150.2388
MEM 1204.578125 1551758150.3393
MEM 1207.703125 1551758150.4412
MEM 1210.960938 1551758150.5418
MEM 1214.210938 1551758150.6448
MEM 1217.191406 1551758150.7452
MEM 1219.433594 1551758150.8458
MEM 1221.363281 1551758150.9501
MEM 1223.109375 1551758151.0530
MEM 1225.968750 1551758151.1533
MEM 1228.445312 1551758151.2536
MEM 1230.941406 1551758151.3538
MEM 1233.156250 1551758151.4554
MEM 1235.277344 1551758151.5572
MEM 1236.503906 1551758151.6574
MEM 1238.613281 1551758151.7613
MEM 1241.226562 1551758151.8632
MEM 1243.347656 1551758151.9635
MEM 1244.812500 1551758152.0637
MEM 1247.281250 1551758152.1641
MEM 1249.871094 1551758152.2645
MEM 1251.152344 1551758152.3679
MEM 1253.238281 1551758152.4682
MEM 1256.269531 1551758152.5724
MEM 1257.152344 1551758152.6752
MEM 1259.867188 1551758152.7768
MEM 1262.445312 1551758152.8773
MEM 1265.222656 1551758152.9825
MEM 1267.652344 1551758153.0877
MEM 1270.062500 1551758153.1913
MEM 1272.007812 1551758153.2921
MEM 1275.097656 1551758153.3929
MEM 1278.066406 1551758153.4963
MEM 1281.308594 1551758153.5989
MEM 1283.890625 1551758153.7013
MEM 1286.164062 1551758153.8017
MEM 1289.054688 1551758153.9033
MEM 1292.066406 1551758154.0036
MEM 1294.917969 1551758154.1043
MEM 1297.195312 1551758154.2047
MEM 1299.648438 1551758154.3073
MEM 1302.871094 1551758154.4098
MEM 1304.769531 1551758154.5145
MEM 1307.066406 1551758154.6160
MEM 1309.128906 1551758154.7165
MEM 1311.125000 1551758154.8170
MEM 1313.281250 1551758154.9216
MEM 1315.308594 1551758155.0225
MEM 1317.539062 1551758155.1240
MEM 1319.757812 1551758155.2282
MEM 1321.035156 1551758155.3308
MEM 1323.171875 1551758155.4338
MEM 1325.375000 1551758155.5390
MEM 1327.542969 1551758155.6417
MEM 1327.148438 1551758155.7445
MEM 1328.890625 1551758155.8497
MEM 1330.847656 1551758155.9503
MEM 1332.742188 1551758156.0509
MEM 1334.867188 1551758156.1511
MEM 1337.027344 1551758156.2527
MEM 1339.148438 1551758156.3530
MEM 1340.613281 1551758156.4532
MEM 1340.613281 1551758156.5561
MEM 1342.332031 1551758156.6573
MEM 1345.472656 1551758156.7587
MEM 1347.714844 1551758156.8589
MEM 1350.652344 1551758156.9635
MEM 1353.164062 1551758157.0680
MEM 1355.441406 1551758157.1691
MEM 1358.589844 1551758157.2695
MEM 1361.054688 1551758157.3728
MEM 1364.335938 1551758157.4754
MEM 1367.753906 1551758157.5803
MEM 1369.148438 1551758157.6810
MEM 1369.148438 1551758157.7813
MEM 1369.148438 1551758157.8829
MEM 1369.148438 1551758157.9841
MEM 1369.808594 1551758158.0845
MEM 1372.972656 1551758158.1897
MEM 1376.042969 1551758158.2915
MEM 1379.113281 1551758158.3932
MEM 1382.164062 1551758158.4962
MEM 1342.105469 1551758158.5975
MEM 1344.605469 1551758158.7018
MEM 1347.550781 1551758158.8021
MEM 1350.578125 1551758158.9038
MEM 1353.542969 1551758159.0041
MEM 1354.429688 1551758159.1046
MEM 1356.796875 1551758159.2066
MEM 1358.808594 1551758159.3075
MEM 1361.542969 1551758159.4124
MEM 1364.398438 1551758159.5152
MEM 1366.445312 1551758159.6193
MEM 1368.929688 1551758159.7227
MEM 1370.671875 1551758159.8265
MEM 1373.554688 1551758159.9273
MEM 1376.246094 1551758160.0278
MEM 1378.031250 1551758160.1330
MEM 1379.515625 1551758160.2349
MEM 1382.242188 1551758160.3364
MEM 1384.996094 1551758160.4415
MEM 1387.890625 1551758160.5468
MEM 1389.054688 1551758160.6489
MEM 1385.636719 1551758160.7526
MEM 1385.031250 1551758160.8574
MEM 1384.667969 1551758160.9579
MEM 1384.773438 1551758161.0589
MEM 1386.738281 1551758161.1607
MEM 1389.660156 1551758161.2626
MEM 1392.078125 1551758161.3629
MEM 1394.964844 1551758161.4634
MEM 1397.894531 1551758161.5648
MEM 1400.960938 1551758161.6660
MEM 1403.496094 1551758161.7694
MEM 1406.578125 1551758161.8727
MEM 1409.113281 1551758161.9760
MEM 1412.347656 1551758162.0812
MEM 1414.644531 1551758162.1864
MEM 1416.761719 1551758162.2873
MEM 1418.988281 1551758162.3916
MEM 1421.050781 1551758162.4919
MEM 1423.234375 1551758162.5951
MEM 1425.277344 1551758162.6960
MEM 1427.292969 1551758162.7963
MEM 1429.449219 1551758162.8987
MEM 1431.507812 1551758162.9990
MEM 1433.738281 1551758163.1043
MEM 1435.609375 1551758163.2048
MEM 1437.574219 1551758163.3100
MEM 1439.773438 1551758163.4103
MEM 1441.718750 1551758163.5107
MEM 1443.644531 1551758163.6112
MEM 1445.179688 1551758163.7116
MEM 1446.890625 1551758163.8131
MEM 1448.906250 1551758163.9134
MEM 1450.996094 1551758164.0172
MEM 1453.062500 1551758164.1174
MEM 1454.226562 1551758164.2187
MEM 1455.132812 1551758164.3228
MEM 1455.242188 1551758164.4261
MEM 1457.042969 1551758164.5302
MEM 1455.324219 1551758164.6315
MEM 1451.796875 1551758164.7322
MEM 1447.609375 1551758164.8368
MEM 1418.335938 1551758164.9372
MEM 1411.488281 1551758165.0417
MEM 1409.320312 1551758165.1425
MEM 1409.093750 1551758165.2432
MEM 1408.167969 1551758165.3475
MEM 1407.226562 1551758165.4482
MEM 1406.796875 1551758165.5520
MEM 1407.335938 1551758165.6563
MEM 1408.046875 1551758165.7569
MEM 1408.449219 1551758165.8597
MEM 1409.085938 1551758165.9610
MEM 1400.832031 1551758166.0624
MEM 1399.171875 1551758166.1627
MEM 1383.921875 1551758166.2661
MEM 1381.781250 1551758166.3664
MEM 1379.933594 1551758166.4685
MEM 1372.261719 1551758166.5729
MEM 1368.355469 1551758166.6754
MEM 1370.777344 1551758166.7765
MEM 1364.027344 1551758166.8780
MEM 1342.980469 1551758166.9804
MEM 1339.589844 1551758167.0826
MEM 1312.371094 1551758167.2030
MEM 1313.625000 1551758167.3036
MEM 1315.898438 1551758167.4044
MEM 1318.125000 1551758167.5052
MEM 1319.054688 1551758167.6085
MEM 1321.117188 1551758167.7093
MEM 1323.242188 1551758167.8120
MEM 1325.417969 1551758167.9124
MEM 1327.609375 1551758168.0126
MEM 1330.820312 1551758168.1179
MEM 1334.128906 1551758168.2229
MEM 1337.230469 1551758168.3251
MEM 1340.050781 1551758168.4265
MEM 1342.769531 1551758168.5272
MEM 1345.519531 1551758168.6275
MEM 1347.746094 1551758168.7291
MEM 1350.769531 1551758168.8294
MEM 1354.097656 1551758168.9342
MEM 1356.968750 1551758169.0352
MEM 1360.269531 1551758169.1364
MEM 1363.441406 1551758169.2372
MEM 1366.429688 1551758169.3375
MEM 1369.691406 1551758169.4418
MEM 1372.714844 1551758169.5421
MEM 1375.625000 1551758169.6429
MEM 1361.546875 1551758169.7457
MEM 1364.457031 1551758169.8468
MEM 1367.832031 1551758169.9499
MEM 1370.859375 1551758170.0541
MEM 1373.898438 1551758170.1544
MEM 1376.863281 1551758170.2549
MEM 1380.187500 1551758170.3594
MEM 1380.414062 1551758170.4607
MEM 1378.246094 1551758170.5619
MEM 1375.781250 1551758170.6622
MEM 1374.367188 1551758170.7673
MEM 1370.261719 1551758170.8712
MEM 1369.093750 1551758170.9714
MEM 1371.191406 1551758171.0730
MEM 1370.343750 1551758171.1771
MEM 1365.917969 1551758171.2785
MEM 1370.582031 1551758171.3799
MEM 1393.234375 1551758171.4826
