CMDLINE /usr/local/opt/python/bin/python3.7 simpleProgram.py
MEM 23.996094 1551474230.2724
MEM 24.015625 1551474230.3734
MEM 24.035156 1551474230.4780
MEM 24.042969 1551474230.5798
MEM 24.078125 1551474230.6802
MEM 24.117188 1551474230.7826
MEM 24.132812 1551474230.8868
MEM 24.140625 1551474230.9905
MEM 24.160156 1551474231.0910
MEM 24.199219 1551474231.1941
MEM 24.226562 1551474231.2983
MEM 24.269531 1551474231.4018
MEM 24.308594 1551474231.5024
MEM 24.328125 1551474231.6031
MEM 24.328125 1551474231.7036
MEM 24.332031 1551474231.8042
MEM 24.332031 1551474231.9044
MEM 24.335938 1551474232.0048
MEM 24.335938 1551474232.1056
MEM 24.339844 1551474232.2062
MEM 24.339844 1551474232.3099
MEM 24.343750 1551474232.4105
MEM 24.343750 1551474232.5110
MEM 24.347656 1551474232.6117
MEM 24.347656 1551474232.7150
MEM 24.351562 1551474232.8178
MEM 24.351562 1551474232.9183
MEM 24.355469 1551474233.0189
MEM 24.355469 1551474233.1219
MEM 24.359375 1551474233.2224
MEM 24.363281 1551474233.3276
MEM 24.363281 1551474233.4300
MEM 24.367188 1551474233.5344
MEM 24.371094 1551474233.6351
MEM 24.371094 1551474233.7355
MEM 24.375000 1551474233.8361
MEM 24.375000 1551474233.9370
MEM 24.375000 1551474234.0384
MEM 24.375000 1551474234.1391
MEM 24.378906 1551474234.2402
MEM 24.378906 1551474234.3455
MEM 24.382812 1551474234.4499
MEM 24.382812 1551474234.5529
MEM 24.386719 1551474234.6542
MEM 24.390625 1551474234.7553
MEM 24.390625 1551474234.8558
MEM 24.390625 1551474234.9606
MEM 24.394531 1551474235.0628
MEM 24.394531 1551474235.1632
MEM 24.398438 1551474235.2643
MEM 24.402344 1551474235.3645
MEM 24.402344 1551474235.4671
MEM 24.406250 1551474235.5682
MEM 24.410156 1551474235.6685
MEM 24.410156 1551474235.7687
MEM 24.414062 1551474235.8696
MEM 24.417969 1551474235.9735
MEM 24.417969 1551474236.0739
MEM 24.421875 1551474236.1741
MEM 24.421875 1551474236.2747
MEM 24.425781 1551474236.3765
MEM 24.429688 1551474236.4775
MEM 24.429688 1551474236.5807
MEM 24.433594 1551474236.6818
MEM 24.437500 1551474236.7826
MEM 24.437500 1551474236.8835
MEM 24.441406 1551474236.9866
MEM 24.441406 1551474237.0894
MEM 24.445312 1551474237.1925
MEM 24.449219 1551474237.2927
MEM 24.453125 1551474237.3932
MEM 24.453125 1551474237.4936
MEM 24.457031 1551474237.5986
MEM 24.457031 1551474237.6998
MEM 24.457031 1551474237.8001
MEM 24.332031 1551474237.9004
MEM 24.332031 1551474238.0006
MEM 24.324219 1551474238.1035
MEM 24.324219 1551474238.2042
MEM 24.324219 1551474238.3055
MEM 24.195312 1551474238.4093
MEM 24.218750 1551474238.5101
MEM 24.253906 1551474238.6104
MEM 24.296875 1551474238.7112
MEM 24.335938 1551474238.8122
MEM 24.367188 1551474238.9166
MEM 24.007812 1551474239.0203
MEM 24.046875 1551474239.1249
MEM 24.089844 1551474239.2254
MEM 24.132812 1551474239.3300
MEM 24.171875 1551474239.4302
MEM 24.214844 1551474239.5311
MEM 24.238281 1551474239.6329
MEM 24.277344 1551474239.7335
MEM 24.320312 1551474239.8353
MEM 24.351562 1551474239.9360
MEM 24.382812 1551474240.0387
MEM 24.417969 1551474240.1402
MEM 24.457031 1551474240.2407
MEM 24.492188 1551474240.3415
MEM 24.527344 1551474240.4419
MEM 24.558594 1551474240.5421
MEM 24.589844 1551474240.6426
MEM 24.632812 1551474240.7429
MEM 24.671875 1551474240.8436
MEM 24.695312 1551474240.9446
MEM 24.738281 1551474241.0486
MEM 24.777344 1551474241.1499
MEM 24.824219 1551474241.2514
MEM 24.867188 1551474241.3519
MEM 24.894531 1551474241.4524
MEM 24.925781 1551474241.5528
MEM 24.960938 1551474241.6549
MEM 24.988281 1551474241.7589
MEM 25.011719 1551474241.8604
MEM 25.050781 1551474241.9626
MEM 24.777344 1551474242.0628
MEM 24.820312 1551474242.1655
MEM 24.859375 1551474242.2682
MEM 24.261719 1551474242.3715
MEM 23.257812 1551474242.4718
MEM 21.972656 1551474242.5723
MEM 21.843750 1551474242.6729
MEM 21.843750 1551474242.7741
MEM 21.843750 1551474242.8770
MEM 21.843750 1551474242.9815
MEM 21.843750 1551474243.0864
MEM 21.843750 1551474243.1900
MEM 21.843750 1551474243.2909
MEM 21.843750 1551474243.3943
MEM 21.843750 1551474243.4987
MEM 21.843750 1551474243.5989
MEM 21.843750 1551474243.7003
MEM 21.843750 1551474243.8005
MEM 21.843750 1551474243.9050
MEM 21.843750 1551474244.0060
MEM 21.843750 1551474244.1068
MEM 21.843750 1551474244.2085
MEM 21.843750 1551474244.3119
MEM 21.843750 1551474244.4128
MEM 21.843750 1551474244.5160
MEM 21.843750 1551474244.6163
MEM 21.843750 1551474244.7174
MEM 21.843750 1551474244.8192
MEM 21.843750 1551474244.9236
MEM 21.843750 1551474245.0281
MEM 21.843750 1551474245.1312
MEM 21.843750 1551474245.2336
MEM 21.843750 1551474245.3347
MEM 21.843750 1551474245.4349
MEM 21.843750 1551474245.5354
MEM 21.843750 1551474245.6365
MEM 21.843750 1551474245.7371
MEM 21.843750 1551474245.8375
MEM 21.843750 1551474245.9378
MEM 21.843750 1551474246.0413
MEM 21.843750 1551474246.1423
MEM 21.843750 1551474246.2431
MEM 21.843750 1551474246.3454
MEM 21.843750 1551474246.4483
MEM 21.843750 1551474246.5488
MEM 21.843750 1551474246.6512
MEM 21.843750 1551474246.7556
MEM 21.843750 1551474246.8579
MEM 21.843750 1551474246.9585
MEM 21.843750 1551474247.0611
MEM 21.843750 1551474247.1626
MEM 21.843750 1551474247.2628
MEM 21.843750 1551474247.3659
MEM 21.843750 1551474247.4697
MEM 21.843750 1551474247.5699
MEM 21.843750 1551474247.6701
MEM 21.843750 1551474247.7727
MEM 21.843750 1551474247.8737
MEM 21.843750 1551474247.9780
MEM 21.843750 1551474248.0820
MEM 21.843750 1551474248.1822
MEM 21.843750 1551474248.2855
MEM 21.843750 1551474248.3858
MEM 21.843750 1551474248.4882
MEM 21.843750 1551474248.5888
MEM 21.843750 1551474248.6912
MEM 21.843750 1551474248.7923
MEM 21.843750 1551474248.8933
MEM 21.843750 1551474248.9940
MEM 21.843750 1551474249.0991
MEM 21.843750 1551474249.1995
MEM 21.843750 1551474249.3008
MEM 21.843750 1551474249.4018
MEM 21.843750 1551474249.5021
MEM 21.843750 1551474249.6031
MEM 21.843750 1551474249.7049
MEM 21.843750 1551474249.8083
MEM 21.843750 1551474249.9086
MEM 21.843750 1551474250.0104
MEM 21.843750 1551474250.1115
MEM 21.843750 1551474250.2118
MEM 21.843750 1551474250.3125
MEM 21.843750 1551474250.4128
MEM 21.843750 1551474250.5131
MEM 21.843750 1551474250.6136
MEM 21.843750 1551474250.7139
MEM 21.843750 1551474250.8157
MEM 21.843750 1551474250.9162
MEM 21.843750 1551474251.0168
MEM 21.843750 1551474251.1172
MEM 21.843750 1551474251.2180
MEM 21.843750 1551474251.3184
MEM 21.843750 1551474251.4186
MEM 21.843750 1551474251.5188
MEM 21.843750 1551474251.6192
MEM 21.843750 1551474251.7195
MEM 21.843750 1551474251.8208
MEM 21.843750 1551474251.9210
MEM 21.843750 1551474252.0213
MEM 21.843750 1551474252.1240
MEM 21.863281 1551474252.2270
MEM 21.890625 1551474252.3274
MEM 21.933594 1551474252.4298
MEM 21.964844 1551474252.5332
MEM 21.980469 1551474252.6337
MEM 22.007812 1551474252.7387
MEM 22.046875 1551474252.8397
MEM 22.074219 1551474252.9401
MEM 22.089844 1551474253.0440
MEM 22.113281 1551474253.1489
MEM 22.128906 1551474253.2542
MEM 22.128906 1551474253.3570
MEM 22.140625 1551474253.4579
MEM 22.140625 1551474253.5593
MEM 22.156250 1551474253.6599
MEM 22.171875 1551474253.7601
MEM 22.183594 1551474253.8609
MEM 22.199219 1551474253.9621
MEM 22.214844 1551474254.0641
MEM 22.230469 1551474254.1645
MEM 22.265625 1551474254.2691
MEM 22.281250 1551474254.3738
MEM 22.320312 1551474254.4752
MEM 22.339844 1551474254.5776
MEM 22.351562 1551474254.6815
MEM 22.382812 1551474254.7826
MEM 22.406250 1551474254.8853
MEM 22.429688 1551474254.9904
MEM 22.457031 1551474255.0946
MEM 22.476562 1551474255.1953
MEM 22.507812 1551474255.2966
MEM 22.531250 1551474255.3986
MEM 22.558594 1551474255.4995
MEM 22.589844 1551474255.6014
MEM 25.261719 1551474255.7030
MEM 25.289062 1551474255.8048
MEM 25.320312 1551474255.9056
MEM 25.351562 1551474256.0082
MEM 25.390625 1551474256.1084
MEM 25.429688 1551474256.2089
MEM 25.472656 1551474256.3101
MEM 25.507812 1551474256.4111
MEM 25.535156 1551474256.5122
MEM 25.570312 1551474256.6160
MEM 25.605469 1551474256.7167
MEM 25.632812 1551474256.8188
MEM 25.664062 1551474256.9203
MEM 25.707031 1551474257.0227
MEM 25.730469 1551474257.1233
MEM 25.765625 1551474257.2251
MEM 25.796875 1551474257.3261
MEM 25.835938 1551474257.4263
MEM 25.871094 1551474257.5335
MEM 25.871094 1551474257.6349
MEM 25.871094 1551474257.7387
MEM 25.871094 1551474257.8413
MEM 25.871094 1551474257.9416
MEM 25.871094 1551474258.0449
MEM 25.871094 1551474258.1490
MEM 25.871094 1551474258.2528
MEM 25.871094 1551474258.3572
MEM 25.871094 1551474258.4576
MEM 25.871094 1551474258.5604
MEM 25.871094 1551474258.6628
MEM 25.871094 1551474258.7637
MEM 25.871094 1551474258.8653
MEM 25.871094 1551474258.9674
MEM 25.871094 1551474259.0680
MEM 25.871094 1551474259.1684
MEM 25.871094 1551474259.2687
MEM 25.871094 1551474259.3735
MEM 25.871094 1551474259.4743
MEM 25.871094 1551474259.5762
MEM 25.871094 1551474259.6773
MEM 25.871094 1551474259.7816
MEM 25.871094 1551474259.8830
MEM 25.871094 1551474259.9836
MEM 25.871094 1551474260.0841
MEM 25.871094 1551474260.1881
MEM 25.871094 1551474260.2888
MEM 25.871094 1551474260.3892
MEM 25.871094 1551474260.4924
MEM 25.871094 1551474260.5971
MEM 25.871094 1551474260.6974
MEM 25.871094 1551474260.7991
MEM 25.871094 1551474260.8999
MEM 25.871094 1551474261.0030
MEM 25.871094 1551474261.1070
MEM 25.871094 1551474261.2095
MEM 25.871094 1551474261.3100
MEM 25.871094 1551474261.4112
MEM 25.871094 1551474261.5155
MEM 25.871094 1551474261.6159
MEM 25.871094 1551474261.7167
MEM 25.871094 1551474261.8215
MEM 25.871094 1551474261.9227
MEM 25.871094 1551474262.0231
MEM 25.871094 1551474262.1235
MEM 25.871094 1551474262.2238
MEM 25.871094 1551474262.3245
MEM 25.871094 1551474262.4284
MEM 25.871094 1551474262.5321
MEM 25.871094 1551474262.6325
MEM 25.871094 1551474262.7342
MEM 25.871094 1551474262.8357
MEM 25.871094 1551474262.9404
MEM 25.871094 1551474263.0450
MEM 25.871094 1551474263.1474
MEM 25.871094 1551474263.2480
MEM 25.871094 1551474263.3494
MEM 25.871094 1551474263.4500
MEM 25.871094 1551474263.5527
MEM 25.871094 1551474263.6556
MEM 25.871094 1551474263.7564
MEM 25.871094 1551474263.8637
MEM 25.871094 1551474263.9642
MEM 25.871094 1551474264.0675
MEM 25.871094 1551474264.1683
MEM 25.871094 1551474264.2705
MEM 25.871094 1551474264.3710
MEM 25.871094 1551474264.4762
MEM 25.871094 1551474264.5788
MEM 25.871094 1551474264.6825
MEM 25.871094 1551474264.7839
MEM 25.871094 1551474264.8856
MEM 25.871094 1551474264.9863
MEM 25.871094 1551474265.0866
MEM 25.871094 1551474265.1869
MEM 25.871094 1551474265.2872
MEM 25.871094 1551474265.3896
MEM 25.871094 1551474265.4905
MEM 25.871094 1551474265.5915
MEM 25.871094 1551474265.6949
MEM 25.871094 1551474265.7992
MEM 25.871094 1551474265.9072
MEM 25.871094 1551474266.0077
MEM 25.871094 1551474266.1113
MEM 25.871094 1551474266.2118
MEM 25.871094 1551474266.3135
MEM 25.871094 1551474266.4168
MEM 25.871094 1551474266.5171
MEM 25.871094 1551474266.6174
MEM 25.871094 1551474266.7184
MEM 25.871094 1551474266.8185
MEM 25.871094 1551474266.9227
MEM 25.871094 1551474267.0231
MEM 25.871094 1551474267.1236
MEM 25.871094 1551474267.2240
MEM 25.871094 1551474267.3258
MEM 25.871094 1551474267.4280
MEM 25.871094 1551474267.5318
MEM 25.871094 1551474267.6326
MEM 25.871094 1551474267.7339
MEM 25.871094 1551474267.8342
MEM 25.871094 1551474267.9349
MEM 25.871094 1551474268.0352
MEM 25.871094 1551474268.1375
MEM 25.871094 1551474268.2378
MEM 25.871094 1551474268.3420
MEM 25.871094 1551474268.4431
MEM 25.871094 1551474268.5463
MEM 25.871094 1551474268.6495
MEM 25.871094 1551474268.7546
MEM 25.871094 1551474268.8558
MEM 25.871094 1551474268.9574
MEM 25.871094 1551474269.0577
MEM 25.871094 1551474269.1581
MEM 25.871094 1551474269.2620
MEM 25.871094 1551474269.3627
MEM 25.871094 1551474269.4630
MEM 25.871094 1551474269.5633
MEM 25.871094 1551474269.6671
MEM 25.906250 1551474269.7687
MEM 25.941406 1551474269.8695
MEM 25.972656 1551474269.9697
MEM 26.003906 1551474270.0710
MEM 26.031250 1551474270.1717
MEM 26.050781 1551474270.2735
MEM 26.078125 1551474270.3745
MEM 26.105469 1551474270.4749
MEM 26.136719 1551474270.5757
MEM 26.171875 1551474270.6762
MEM 26.210938 1551474270.7813
MEM 26.250000 1551474270.8818
MEM 26.281250 1551474270.9821
MEM 26.312500 1551474271.0859
MEM 26.347656 1551474271.1875
MEM 26.390625 1551474271.2914
MEM 26.402344 1551474271.3928
MEM 26.421875 1551474271.4931
MEM 26.453125 1551474271.5941
MEM 26.496094 1551474271.6960
MEM 26.535156 1551474271.7994
MEM 26.570312 1551474271.9003
MEM 26.605469 1551474272.0033
MEM 26.640625 1551474272.1043
MEM 26.679688 1551474272.2051
MEM 26.722656 1551474272.3070
MEM 26.753906 1551474272.4080
MEM 26.785156 1551474272.5103
MEM 26.792969 1551474272.6130
MEM 26.828125 1551474272.7145
MEM 26.863281 1551474272.8154
MEM 26.890625 1551474272.9165
MEM 26.929688 1551474273.0187
MEM 26.972656 1551474273.1201
MEM 27.015625 1551474273.2253
MEM 27.054688 1551474273.3273
MEM 27.093750 1551474273.4319
MEM 27.128906 1551474273.5350
MEM 27.156250 1551474273.6360
MEM 27.199219 1551474273.7370
MEM 27.234375 1551474273.8426
MEM 27.250000 1551474273.9430
MEM 27.265625 1551474274.0432
MEM 27.265625 1551474274.1452
MEM 27.265625 1551474274.2499
MEM 27.265625 1551474274.3506
MEM 27.265625 1551474274.4508
MEM 27.265625 1551474274.5513
MEM 27.265625 1551474274.6548
MEM 27.265625 1551474274.7551
MEM 27.265625 1551474274.8567
MEM 27.265625 1551474274.9610
MEM 27.265625 1551474275.0640
MEM 27.265625 1551474275.1643
MEM 27.265625 1551474275.2658
MEM 27.265625 1551474275.3661
MEM 27.265625 1551474275.4674
MEM 27.265625 1551474275.5707
MEM 27.265625 1551474275.6728
MEM 27.265625 1551474275.7734
MEM 27.265625 1551474275.8740
MEM 27.265625 1551474275.9753
MEM 27.265625 1551474276.0758
MEM 27.265625 1551474276.1780
MEM 27.265625 1551474276.2793
MEM 27.265625 1551474276.3795
MEM 27.265625 1551474276.4799
MEM 27.265625 1551474276.5862
MEM 27.265625 1551474276.6864
MEM 27.265625 1551474276.7867
MEM 27.265625 1551474276.8918
MEM 27.265625 1551474276.9943
MEM 27.265625 1551474277.0959
MEM 27.265625 1551474277.2001
MEM 27.265625 1551474277.3054
MEM 27.265625 1551474277.4066
MEM 27.265625 1551474277.5068
MEM 27.265625 1551474277.6076
MEM 27.265625 1551474277.7130
MEM 27.265625 1551474277.8134
MEM 27.265625 1551474277.9142
MEM 27.265625 1551474278.0147
MEM 27.265625 1551474278.1157
MEM 27.265625 1551474278.2170
MEM 27.265625 1551474278.3172
MEM 27.265625 1551474278.4177
MEM 27.265625 1551474278.5184
MEM 27.265625 1551474278.6196
MEM 27.265625 1551474278.7216
MEM 27.265625 1551474278.8219
MEM 27.265625 1551474278.9232
MEM 27.265625 1551474279.0262
MEM 27.265625 1551474279.1304
MEM 27.265625 1551474279.2338
MEM 27.265625 1551474279.3340
MEM 27.265625 1551474279.4384
MEM 27.265625 1551474279.5392
MEM 27.265625 1551474279.6400
MEM 27.265625 1551474279.7406
MEM 27.265625 1551474279.8429
MEM 27.265625 1551474279.9442
MEM 27.265625 1551474280.0452
MEM 27.265625 1551474280.1457
MEM 27.265625 1551474280.2481
MEM 27.265625 1551474280.3496
MEM 27.265625 1551474280.4516
MEM 27.265625 1551474280.5522
MEM 27.265625 1551474280.6524
MEM 27.265625 1551474280.7531
MEM 27.265625 1551474280.8563
MEM 27.265625 1551474280.9579
MEM 27.265625 1551474281.0626
MEM 27.265625 1551474281.1636
MEM 27.265625 1551474281.2639
