CMDLINE /usr/local/opt/python/bin/python3.7 mandelbrot2.py
MEM 169.527344 1551482890.9237
MEM 169.562500 1551482891.0254
MEM 169.562500 1551482891.1306
MEM 169.562500 1551482891.2321
MEM 169.562500 1551482891.3325
MEM 169.562500 1551482891.4330
MEM 169.562500 1551482891.5368
MEM 169.562500 1551482891.6376
MEM 169.562500 1551482891.7385
MEM 169.562500 1551482891.8437
MEM 169.562500 1551482891.9440
MEM 169.562500 1551482892.0443
MEM 169.562500 1551482892.1457
MEM 169.562500 1551482892.2472
MEM 169.562500 1551482892.3501
MEM 169.562500 1551482892.4503
MEM 169.562500 1551482892.5547
MEM 169.593750 1551482892.6599
MEM 169.593750 1551482892.7615
MEM 169.625000 1551482892.8665
MEM 169.625000 1551482892.9692
MEM 169.625000 1551482893.0737
MEM 169.625000 1551482893.1743
MEM 169.625000 1551482893.2795
MEM 169.628906 1551482893.3809
MEM 169.628906 1551482893.4813
MEM 169.628906 1551482893.5852
MEM 169.628906 1551482893.6856
MEM 169.628906 1551482893.7862
MEM 169.628906 1551482893.8869
MEM 169.628906 1551482893.9876
MEM 169.628906 1551482894.0885
MEM 169.628906 1551482894.1923
MEM 169.628906 1551482894.2944
MEM 169.664062 1551482894.3956
MEM 169.664062 1551482894.4960
MEM 169.699219 1551482894.5994
MEM 169.699219 1551482894.7018
MEM 169.699219 1551482894.8023
MEM 169.699219 1551482894.9031
MEM 169.699219 1551482895.0047
MEM 169.699219 1551482895.1100
MEM 169.699219 1551482895.2152
MEM 169.699219 1551482895.3178
MEM 169.699219 1551482895.4187
MEM 169.699219 1551482895.5218
MEM 169.699219 1551482895.6240
MEM 169.699219 1551482895.7291
MEM 169.699219 1551482895.8300
MEM 169.699219 1551482895.9332
MEM 169.699219 1551482896.0336
MEM 169.699219 1551482896.1370
MEM 169.699219 1551482896.2386
MEM 169.699219 1551482896.3389
MEM 169.699219 1551482896.4431
MEM 169.699219 1551482896.5462
MEM 169.699219 1551482896.6478
MEM 169.699219 1551482896.7481
MEM 169.730469 1551482896.8493
MEM 169.730469 1551482896.9529
MEM 169.730469 1551482897.0548
MEM 169.730469 1551482897.1559
MEM 169.730469 1551482897.2569
MEM 169.730469 1551482897.3571
MEM 169.761719 1551482897.4603
MEM 169.761719 1551482897.5634
MEM 169.761719 1551482897.6639
MEM 169.761719 1551482897.7657
MEM 169.761719 1551482897.8670
MEM 169.761719 1551482897.9677
MEM 169.761719 1551482898.0681
MEM 169.761719 1551482898.1697
MEM 169.761719 1551482898.2723
MEM 169.761719 1551482898.3752
MEM 169.761719 1551482898.4754
MEM 169.761719 1551482898.5761
MEM 169.761719 1551482898.6811
MEM 169.761719 1551482898.7833
MEM 169.761719 1551482898.8844
MEM 169.761719 1551482898.9880
MEM 169.761719 1551482899.0882
MEM 169.789062 1551482899.1888
MEM 169.796875 1551482899.2939
MEM 169.796875 1551482899.3942
MEM 169.832031 1551482899.4946
MEM 169.832031 1551482899.5951
MEM 169.832031 1551482899.6956
MEM 169.832031 1551482899.7990
MEM 169.832031 1551482899.9042
MEM 169.832031 1551482900.0049
MEM 169.832031 1551482900.1088
MEM 169.832031 1551482900.2123
MEM 169.832031 1551482900.3171
MEM 169.832031 1551482900.4178
MEM 169.832031 1551482900.5191
MEM 169.832031 1551482900.6193
MEM 169.832031 1551482900.7206
MEM 169.832031 1551482900.8258
MEM 169.832031 1551482900.9310
MEM 169.863281 1551482901.0313
MEM 169.867188 1551482901.1327
MEM 169.867188 1551482901.2339
MEM 169.902344 1551482901.3352
MEM 169.902344 1551482901.4403
MEM 169.902344 1551482901.5423
MEM 169.902344 1551482901.6448
MEM 169.902344 1551482901.7465
MEM 169.902344 1551482901.8480
MEM 169.902344 1551482901.9485
MEM 169.902344 1551482902.0526
MEM 169.902344 1551482902.1549
MEM 169.902344 1551482902.2573
MEM 169.902344 1551482902.3610
MEM 169.902344 1551482902.4656
MEM 169.902344 1551482902.5705
MEM 169.902344 1551482902.6726
MEM 169.902344 1551482902.7742
MEM 169.902344 1551482902.8746
MEM 169.937500 1551482902.9749
MEM 169.937500 1551482903.0802
MEM 169.968750 1551482903.1842
MEM 169.972656 1551482903.2854
MEM 169.972656 1551482903.3869
MEM 169.972656 1551482903.4884
MEM 169.972656 1551482903.5888
MEM 169.972656 1551482903.6940
MEM 169.972656 1551482903.7978
MEM 169.972656 1551482903.9017
MEM 169.972656 1551482904.0050
MEM 169.972656 1551482904.1057
MEM 169.972656 1551482904.2109
MEM 169.972656 1551482904.3163
MEM 169.972656 1551482904.4199
MEM 169.972656 1551482904.5240
MEM 169.972656 1551482904.6255
MEM 169.972656 1551482904.7310
MEM 169.972656 1551482904.8348
MEM 169.972656 1551482904.9380
MEM 169.972656 1551482905.0383
MEM 170.007812 1551482905.1387
MEM 170.007812 1551482905.2390
MEM 170.046875 1551482905.3411
MEM 170.046875 1551482905.4453
MEM 170.046875 1551482905.5500
MEM 170.046875 1551482905.6550
MEM 170.046875 1551482905.7602
MEM 170.046875 1551482905.8654
MEM 170.046875 1551482905.9697
MEM 170.046875 1551482906.0738
MEM 170.046875 1551482906.1786
MEM 170.046875 1551482906.2826
MEM 170.046875 1551482906.3829
MEM 170.046875 1551482906.4852
MEM 170.046875 1551482906.5889
MEM 170.046875 1551482906.6899
MEM 170.046875 1551482906.7901
MEM 170.046875 1551482906.8953
MEM 170.078125 1551482906.9957
MEM 170.078125 1551482907.0963
MEM 170.109375 1551482907.2013
MEM 170.109375 1551482907.3066
MEM 170.109375 1551482907.4075
MEM 170.109375 1551482907.5087
MEM 170.109375 1551482907.6109
MEM 170.109375 1551482907.7112
MEM 170.109375 1551482907.8133
MEM 170.109375 1551482907.9162
MEM 170.109375 1551482908.0187
MEM 170.109375 1551482908.1232
MEM 170.109375 1551482908.2276
MEM 170.109375 1551482908.3313
MEM 170.109375 1551482908.4341
MEM 170.109375 1551482908.5344
MEM 170.109375 1551482908.6352
MEM 170.144531 1551482908.7364
MEM 170.144531 1551482908.8384
MEM 170.179688 1551482908.9397
MEM 170.179688 1551482909.0429
MEM 170.179688 1551482909.1469
MEM 170.179688 1551482909.2492
MEM 170.179688 1551482909.3498
MEM 170.179688 1551482909.4501
MEM 170.179688 1551482909.5552
MEM 170.179688 1551482909.6605
MEM 170.179688 1551482909.7657
MEM 170.179688 1551482909.8683
MEM 170.179688 1551482909.9699
MEM 170.179688 1551482910.0751
MEM 170.179688 1551482910.1761
MEM 170.179688 1551482910.2765
MEM 170.179688 1551482910.3772
MEM 170.179688 1551482910.4814
MEM 170.210938 1551482910.5847
MEM 170.210938 1551482910.6850
MEM 170.242188 1551482910.7853
MEM 170.242188 1551482910.8867
MEM 170.242188 1551482910.9871
MEM 170.242188 1551482911.0873
MEM 170.242188 1551482911.1883
MEM 170.242188 1551482911.2885
MEM 170.242188 1551482911.3922
MEM 170.242188 1551482911.4930
MEM 170.242188 1551482911.5943
MEM 170.242188 1551482911.6955
MEM 170.242188 1551482911.7958
MEM 170.242188 1551482911.8964
MEM 170.242188 1551482912.0013
MEM 170.242188 1551482912.1054
MEM 170.242188 1551482912.2069
MEM 170.242188 1551482912.3104
MEM 170.277344 1551482912.4128
MEM 170.277344 1551482912.5131
MEM 170.312500 1551482912.6142
MEM 170.312500 1551482912.7194
MEM 170.312500 1551482912.8217
MEM 170.312500 1551482912.9242
MEM 170.312500 1551482913.0251
MEM 170.312500 1551482913.1285
MEM 170.312500 1551482913.2317
MEM 170.312500 1551482913.3326
MEM 170.312500 1551482913.4342
MEM 170.312500 1551482913.5350
MEM 170.312500 1551482913.6355
MEM 170.312500 1551482913.7403
MEM 170.312500 1551482913.8408
MEM 170.312500 1551482913.9413
MEM 170.312500 1551482914.0421
MEM 170.312500 1551482914.1429
MEM 170.347656 1551482914.2431
MEM 170.347656 1551482914.3434
MEM 170.382812 1551482914.4438
MEM 170.382812 1551482914.5441
MEM 170.382812 1551482914.6444
MEM 170.382812 1551482914.7449
MEM 170.382812 1551482914.8496
MEM 170.382812 1551482914.9517
MEM 170.382812 1551482915.0554
MEM 170.382812 1551482915.1559
MEM 170.382812 1551482915.2611
MEM 170.382812 1551482915.3640
MEM 170.382812 1551482915.4693
MEM 170.382812 1551482915.5741
MEM 170.382812 1551482915.6794
MEM 170.382812 1551482915.7802
MEM 170.382812 1551482915.8823
MEM 170.382812 1551482915.9875
MEM 170.417969 1551482916.0919
MEM 170.417969 1551482916.1922
MEM 170.449219 1551482916.2931
MEM 170.449219 1551482916.3934
MEM 170.449219 1551482916.4943
MEM 170.449219 1551482916.5949
MEM 170.449219 1551482916.6960
MEM 170.449219 1551482916.7965
MEM 170.449219 1551482916.8969
MEM 170.449219 1551482917.0005
MEM 170.449219 1551482917.1028
MEM 170.449219 1551482917.2055
MEM 170.449219 1551482917.3107
MEM 170.449219 1551482917.4124
MEM 170.449219 1551482917.5161
MEM 170.449219 1551482917.6198
MEM 170.449219 1551482917.7250
MEM 170.484375 1551482917.8263
MEM 170.484375 1551482917.9272
MEM 170.519531 1551482918.0316
MEM 170.519531 1551482918.1350
MEM 170.519531 1551482918.2390
MEM 170.519531 1551482918.3394
MEM 170.519531 1551482918.4446
MEM 170.519531 1551482918.5448
MEM 170.519531 1551482918.6499
MEM 170.519531 1551482918.7502
MEM 170.519531 1551482918.8555
MEM 170.519531 1551482918.9579
MEM 170.519531 1551482919.0601
MEM 170.519531 1551482919.1618
MEM 170.519531 1551482919.2665
MEM 170.519531 1551482919.3672
MEM 170.519531 1551482919.4690
MEM 170.519531 1551482919.5729
MEM 170.550781 1551482919.6741
MEM 170.550781 1551482919.7793
MEM 170.582031 1551482919.8817
MEM 170.582031 1551482919.9822
MEM 170.582031 1551482920.0826
MEM 170.582031 1551482920.1850
MEM 170.582031 1551482920.2876
MEM 170.582031 1551482920.3898
MEM 170.582031 1551482920.4901
MEM 170.582031 1551482920.5913
MEM 170.582031 1551482920.6951
MEM 170.582031 1551482920.7972
MEM 170.582031 1551482920.8987
MEM 170.582031 1551482921.0008
MEM 170.582031 1551482921.1056
MEM 170.582031 1551482921.2107
MEM 170.582031 1551482921.3126
MEM 170.617188 1551482921.4158
MEM 170.617188 1551482921.5182
MEM 170.652344 1551482921.6234
MEM 170.652344 1551482921.7286
MEM 170.652344 1551482921.8317
MEM 170.652344 1551482921.9326
MEM 170.652344 1551482922.0335
MEM 170.652344 1551482922.1373
MEM 170.652344 1551482922.2425
MEM 170.652344 1551482922.3428
MEM 170.652344 1551482922.4431
MEM 170.652344 1551482922.5434
MEM 170.652344 1551482922.6451
MEM 170.652344 1551482922.7456
MEM 170.652344 1551482922.8468
MEM 170.652344 1551482922.9473
MEM 170.652344 1551482923.0483
MEM 170.667969 1551482923.1486
MEM 170.683594 1551482923.2495
MEM 170.683594 1551482923.3499
MEM 170.714844 1551482923.4504
MEM 170.714844 1551482923.5514
MEM 170.714844 1551482923.6556
MEM 170.714844 1551482923.7608
MEM 170.714844 1551482923.8660
MEM 170.714844 1551482923.9671
MEM 170.714844 1551482924.0684
MEM 170.714844 1551482924.1737
MEM 170.714844 1551482924.2747
MEM 170.714844 1551482924.3757
MEM 170.714844 1551482924.4809
MEM 170.714844 1551482924.5819
MEM 170.714844 1551482924.6822
MEM 170.714844 1551482924.7830
MEM 170.714844 1551482924.8882
MEM 170.746094 1551482924.9886
MEM 170.746094 1551482925.0903
MEM 170.781250 1551482925.1910
MEM 170.781250 1551482925.2914
MEM 170.781250 1551482925.3932
MEM 170.781250 1551482925.4936
MEM 170.781250 1551482925.5945
MEM 170.781250 1551482925.6997
MEM 170.781250 1551482925.8002
MEM 170.781250 1551482925.9005
MEM 170.781250 1551482926.0057
MEM 170.781250 1551482926.1067
MEM 170.781250 1551482926.2120
MEM 170.781250 1551482926.3129
MEM 170.781250 1551482926.4180
MEM 170.781250 1551482926.5190
MEM 170.781250 1551482926.6242
MEM 170.812500 1551482926.7294
MEM 170.812500 1551482926.8322
MEM 170.835938 1551482926.9326
MEM 170.847656 1551482927.0331
MEM 170.847656 1551482927.1342
MEM 170.847656 1551482927.2346
MEM 170.847656 1551482927.3364
MEM 170.847656 1551482927.4367
MEM 170.847656 1551482927.5419
MEM 170.847656 1551482927.6428
MEM 170.847656 1551482927.7437
MEM 170.847656 1551482927.8440
MEM 170.847656 1551482927.9442
MEM 170.847656 1551482928.0446
MEM 170.847656 1551482928.1458
MEM 170.847656 1551482928.2461
MEM 170.847656 1551482928.3485
MEM 170.847656 1551482928.4488
MEM 170.882812 1551482928.5492
MEM 170.882812 1551482928.6514
MEM 170.914062 1551482928.7557
MEM 170.914062 1551482928.8609
MEM 170.914062 1551482928.9662
MEM 170.914062 1551482929.0682
MEM 170.914062 1551482929.1716
MEM 170.914062 1551482929.2755
MEM 170.914062 1551482929.3766
MEM 170.914062 1551482929.4815
MEM 170.914062 1551482929.5839
MEM 170.914062 1551482929.6849
MEM 170.914062 1551482929.7902
MEM 170.914062 1551482929.8909
MEM 170.914062 1551482929.9937
MEM 170.914062 1551482930.0948
MEM 170.914062 1551482930.1951
MEM 170.914062 1551482930.2985
MEM 170.949219 1551482930.4031
MEM 170.949219 1551482930.5058
MEM 170.984375 1551482930.6084
MEM 170.984375 1551482930.7116
MEM 170.984375 1551482930.8130
MEM 170.984375 1551482930.9154
MEM 170.984375 1551482931.0157
MEM 170.984375 1551482931.1169
MEM 170.984375 1551482931.2207
MEM 170.984375 1551482931.3247
MEM 170.984375 1551482931.4270
MEM 170.984375 1551482931.5321
MEM 170.984375 1551482931.6326
MEM 170.984375 1551482931.7352
MEM 170.984375 1551482931.8355
MEM 170.984375 1551482931.9358
MEM 170.984375 1551482932.0361
MEM 171.011719 1551482932.1413
MEM 171.015625 1551482932.2416
MEM 171.015625 1551482932.3419
MEM 171.046875 1551482932.4424
MEM 171.046875 1551482932.5476
MEM 171.046875 1551482932.6484
MEM 171.046875 1551482932.7498
MEM 171.046875 1551482932.8511
MEM 171.046875 1551482932.9559
MEM 171.046875 1551482933.0562
MEM 171.046875 1551482933.1596
MEM 171.046875 1551482933.2601
MEM 171.046875 1551482933.3653
MEM 171.046875 1551482933.4689
MEM 171.046875 1551482933.5719
MEM 171.046875 1551482933.6772
MEM 171.046875 1551482933.7823
MEM 171.046875 1551482933.8834
MEM 171.082031 1551482933.9865
MEM 171.082031 1551482934.0895
MEM 171.089844 1551482934.1899
MEM 171.117188 1551482934.2910
MEM 171.117188 1551482934.3929
MEM 171.117188 1551482934.4951
MEM 171.117188 1551482934.5954
MEM 171.117188 1551482934.6958
MEM 171.117188 1551482934.7961
MEM 171.117188 1551482934.8963
MEM 171.117188 1551482934.9970
MEM 171.117188 1551482935.0985
MEM 171.117188 1551482935.2021
MEM 171.117188 1551482935.3044
MEM 171.117188 1551482935.4096
MEM 171.117188 1551482935.5140
MEM 171.117188 1551482935.6182
MEM 171.117188 1551482935.7187
MEM 171.144531 1551482935.8228
MEM 171.148438 1551482935.9232
MEM 171.148438 1551482936.0287
MEM 171.179688 1551482936.1337
MEM 171.179688 1551482936.2343
MEM 171.179688 1551482936.3359
MEM 171.179688 1551482936.4373
MEM 171.179688 1551482936.5421
MEM 171.179688 1551482936.6425
MEM 171.179688 1551482936.7439
MEM 171.179688 1551482936.8452
MEM 171.179688 1551482936.9456
MEM 171.179688 1551482937.0459
MEM 171.179688 1551482937.1462
MEM 171.179688 1551482937.2471
MEM 171.179688 1551482937.3485
MEM 171.179688 1551482937.4488
MEM 171.179688 1551482937.5500
MEM 171.179688 1551482937.6504
MEM 171.210938 1551482937.7519
MEM 171.210938 1551482937.8523
MEM 171.242188 1551482937.9560
MEM 171.242188 1551482938.0574
MEM 171.242188 1551482938.1585
MEM 171.242188 1551482938.2637
MEM 171.242188 1551482938.3690
MEM 171.242188 1551482938.4742
MEM 171.242188 1551482938.5750
MEM 171.242188 1551482938.6762
MEM 171.242188 1551482938.7768
MEM 171.242188 1551482938.8820
MEM 171.242188 1551482938.9828
MEM 171.242188 1551482939.0880
MEM 171.242188 1551482939.1928
MEM 171.242188 1551482939.2951
MEM 171.242188 1551482939.3956
MEM 171.242188 1551482939.4960
MEM 171.273438 1551482939.5963
MEM 171.273438 1551482939.6976
MEM 171.300781 1551482939.8025
MEM 171.300781 1551482939.9077
MEM 171.300781 1551482940.0130
MEM 171.300781 1551482940.1139
MEM 171.300781 1551482940.2173
MEM 171.300781 1551482940.3183
MEM 171.300781 1551482940.4235
MEM 171.300781 1551482940.5253
MEM 171.300781 1551482940.6306
MEM 171.300781 1551482940.7324
MEM 171.300781 1551482940.8345
MEM 171.300781 1551482940.9347
MEM 171.300781 1551482941.0355
MEM 171.300781 1551482941.1359
MEM 171.300781 1551482941.2365
MEM 171.300781 1551482941.3391
MEM 171.332031 1551482941.4398
MEM 171.332031 1551482941.5406
MEM 171.367188 1551482941.6449
MEM 171.367188 1551482941.7452
MEM 171.367188 1551482941.8459
MEM 171.367188 1551482941.9462
MEM 171.367188 1551482942.0465
MEM 171.367188 1551482942.1482
MEM 171.367188 1551482942.2486
MEM 171.367188 1551482942.3490
MEM 171.367188 1551482942.4494
MEM 171.367188 1551482942.5501
MEM 171.367188 1551482942.6505
MEM 171.367188 1551482942.7508
MEM 171.367188 1551482942.8561
MEM 171.367188 1551482942.9613
MEM 171.367188 1551482943.0665
MEM 171.367188 1551482943.1686
MEM 171.402344 1551482943.2715
MEM 171.402344 1551482943.3742
MEM 171.433594 1551482943.4789
MEM 171.433594 1551482943.5836
MEM 171.433594 1551482943.6851
MEM 171.433594 1551482943.7855
MEM 171.433594 1551482943.8858
MEM 171.433594 1551482943.9861
MEM 171.433594 1551482944.0889
MEM 171.433594 1551482944.1892
MEM 171.433594 1551482944.2898
MEM 171.433594 1551482944.3901
MEM 171.433594 1551482944.4910
MEM 171.433594 1551482944.5912
MEM 171.433594 1551482944.6920
MEM 171.433594 1551482944.7923
MEM 171.433594 1551482944.8926
MEM 171.433594 1551482944.9938
MEM 171.433594 1551482945.0941
MEM 171.464844 1551482945.1947
MEM 171.464844 1551482945.2964
MEM 171.496094 1551482945.3967
MEM 171.496094 1551482945.4969
MEM 171.496094 1551482945.5981
MEM 171.496094 1551482945.7010
MEM 171.496094 1551482945.8029
MEM 171.496094 1551482945.9031
MEM 171.496094 1551482946.0035
MEM 171.496094 1551482946.1064
MEM 171.496094 1551482946.2116
MEM 171.496094 1551482946.3160
MEM 171.496094 1551482946.4167
MEM 171.496094 1551482946.5186
MEM 171.496094 1551482946.6189
MEM 171.496094 1551482946.7241
MEM 171.496094 1551482946.8261
MEM 171.496094 1551482946.9313
MEM 171.531250 1551482947.0325
MEM 171.531250 1551482947.1353
MEM 171.566406 1551482947.2357
MEM 171.566406 1551482947.3365
MEM 171.566406 1551482947.4368
MEM 171.566406 1551482947.5371
MEM 171.566406 1551482947.6373
MEM 171.566406 1551482947.7381
MEM 171.566406 1551482947.8386
MEM 171.566406 1551482947.9405
MEM 171.566406 1551482948.0441
MEM 171.566406 1551482948.1451
MEM 171.566406 1551482948.2504
MEM 171.566406 1551482948.3506
MEM 171.566406 1551482948.4510
MEM 171.566406 1551482948.5514
MEM 171.566406 1551482948.6564
MEM 171.566406 1551482948.7616
MEM 171.566406 1551482948.8659
MEM 171.597656 1551482948.9711
MEM 171.597656 1551482949.0763
MEM 171.628906 1551482949.1814
MEM 171.628906 1551482949.2825
MEM 171.628906 1551482949.3830
MEM 171.628906 1551482949.4833
MEM 171.628906 1551482949.5845
MEM 171.628906 1551482949.6897
MEM 171.628906 1551482949.7900
MEM 171.628906 1551482949.8904
MEM 171.628906 1551482949.9912
MEM 171.628906 1551482950.0956
MEM 171.628906 1551482950.1977
MEM 171.628906 1551482950.2980
MEM 171.628906 1551482950.4013
MEM 171.628906 1551482950.5024
MEM 171.628906 1551482950.6077
MEM 171.628906 1551482950.7119
MEM 171.660156 1551482950.8129
MEM 171.660156 1551482950.9147
MEM 171.691406 1551482951.0150
MEM 171.691406 1551482951.1200
MEM 171.691406 1551482951.2253
MEM 171.691406 1551482951.3274
MEM 171.691406 1551482951.4327
MEM 171.691406 1551482951.5351
MEM 171.691406 1551482951.6354
MEM 171.691406 1551482951.7383
MEM 171.691406 1551482951.8420
MEM 171.691406 1551482951.9472
MEM 171.691406 1551482952.0482
MEM 171.691406 1551482952.1499
MEM 171.691406 1551482952.2533
MEM 171.691406 1551482952.3539
MEM 171.691406 1551482952.4565
MEM 171.691406 1551482952.5616
MEM 171.722656 1551482952.6626
MEM 171.722656 1551482952.7630
MEM 171.753906 1551482952.8640
MEM 171.753906 1551482952.9651
MEM 171.753906 1551482953.0661
MEM 171.753906 1551482953.1687
MEM 171.753906 1551482953.2729
MEM 171.753906 1551482953.3761
MEM 171.753906 1551482953.4813
MEM 171.753906 1551482953.5828
MEM 171.753906 1551482953.6842
MEM 171.753906 1551482953.7853
MEM 171.753906 1551482953.8856
MEM 171.753906 1551482953.9859
MEM 171.753906 1551482954.0892
MEM 171.753906 1551482954.1928
MEM 171.753906 1551482954.2939
MEM 171.753906 1551482954.3942
MEM 171.761719 1551482954.4951
MEM 171.785156 1551482954.5990
MEM 171.785156 1551482954.7016
MEM 171.816406 1551482954.8018
MEM 171.816406 1551482954.9071
MEM 171.816406 1551482955.0088
MEM 171.816406 1551482955.1091
MEM 171.816406 1551482955.2117
MEM 171.816406 1551482955.3136
MEM 171.816406 1551482955.4186
MEM 171.816406 1551482955.5207
MEM 171.816406 1551482955.6259
MEM 171.816406 1551482955.7311
MEM 171.816406 1551482955.8327
MEM 171.816406 1551482955.9331
MEM 171.816406 1551482956.0335
MEM 171.816406 1551482956.1355
MEM 171.816406 1551482956.2358
MEM 171.816406 1551482956.3362
MEM 171.851562 1551482956.4386
MEM 171.851562 1551482956.5394
MEM 171.882812 1551482956.6397
MEM 171.882812 1551482956.7402
MEM 171.882812 1551482956.8457
MEM 171.882812 1551482956.9509
MEM 171.882812 1551482957.0513
MEM 171.882812 1551482957.1517
MEM 171.882812 1551482957.2565
MEM 171.882812 1551482957.3618
MEM 171.882812 1551482957.4670
MEM 171.882812 1551482957.5723
MEM 171.882812 1551482957.6768
MEM 171.882812 1551482957.7771
MEM 171.882812 1551482957.8784
MEM 171.882812 1551482957.9829
MEM 171.882812 1551482958.0833
MEM 171.882812 1551482958.1877
MEM 171.914062 1551482958.2928
MEM 171.914062 1551482958.3936
MEM 171.945312 1551482958.4940
MEM 171.945312 1551482958.5944
MEM 171.945312 1551482958.6947
MEM 171.945312 1551482958.7950
MEM 171.945312 1551482958.8957
MEM 171.949219 1551482958.9961
MEM 171.949219 1551482959.0966
MEM 171.949219 1551482959.1971
MEM 171.949219 1551482959.2979
MEM 171.949219 1551482959.3984
MEM 171.949219 1551482959.5012
MEM 171.949219 1551482959.6016
MEM 171.949219 1551482959.7018
MEM 171.949219 1551482959.8038
MEM 171.949219 1551482959.9067
MEM 171.949219 1551482960.0096
MEM 171.980469 1551482960.1107
MEM 171.980469 1551482960.2142
MEM 171.980469 1551482960.3184
MEM 172.011719 1551482960.4187
MEM 172.011719 1551482960.5239
MEM 172.011719 1551482960.6291
MEM 172.011719 1551482960.7296
MEM 172.015625 1551482960.8312
MEM 172.015625 1551482960.9334
MEM 172.015625 1551482961.0343
MEM 172.019531 1551482961.1364
MEM 172.019531 1551482961.2372
MEM 172.019531 1551482961.3382
MEM 172.019531 1551482961.4427
MEM 172.019531 1551482961.5479
MEM 172.019531 1551482961.6484
MEM 172.019531 1551482961.7489
MEM 172.019531 1551482961.8492
MEM 172.019531 1551482961.9495
MEM 172.054688 1551482962.0500
MEM 172.054688 1551482962.1504
MEM 172.085938 1551482962.2507
MEM 172.085938 1551482962.3523
MEM 172.085938 1551482962.4568
MEM 172.085938 1551482962.5570
MEM 172.085938 1551482962.6622
MEM 172.085938 1551482962.7630
MEM 172.085938 1551482962.8683
MEM 172.085938 1551482962.9685
MEM 172.085938 1551482963.0690
MEM 172.085938 1551482963.1704
MEM 172.085938 1551482963.2735
MEM 172.085938 1551482963.3754
MEM 172.085938 1551482963.4783
MEM 172.085938 1551482963.5805
MEM 172.085938 1551482963.6831
MEM 172.085938 1551482963.7839
MEM 172.117188 1551482963.8868
MEM 172.117188 1551482963.9874
MEM 172.148438 1551482964.0902
MEM 172.148438 1551482964.1909
MEM 172.148438 1551482964.2911
MEM 172.148438 1551482964.3938
MEM 172.148438 1551482964.4959
MEM 172.148438 1551482964.5978
MEM 172.148438 1551482964.7024
MEM 172.148438 1551482964.8068
MEM 172.148438 1551482964.9121
MEM 172.148438 1551482965.0143
MEM 172.148438 1551482965.1172
MEM 172.148438 1551482965.2225
MEM 172.148438 1551482965.3277
MEM 172.148438 1551482965.4330
MEM 172.148438 1551482965.5339
MEM 172.148438 1551482965.6344
MEM 172.179688 1551482965.7358
MEM 172.183594 1551482965.8375
MEM 172.210938 1551482965.9383
MEM 172.214844 1551482966.0393
MEM 172.214844 1551482966.1396
MEM 172.214844 1551482966.2437
MEM 172.214844 1551482966.3445
MEM 172.214844 1551482966.4456
MEM 172.214844 1551482966.5459
MEM 172.214844 1551482966.6461
MEM 172.214844 1551482966.7465
MEM 172.214844 1551482966.8483
MEM 172.214844 1551482966.9497
MEM 172.214844 1551482967.0501
MEM 172.214844 1551482967.1505
MEM 172.214844 1551482967.2511
MEM 172.214844 1551482967.3543
MEM 172.214844 1551482967.4569
MEM 172.234375 1551482967.5571
MEM 172.246094 1551482967.6624
MEM 172.246094 1551482967.7676
MEM 172.277344 1551482967.8728
MEM 172.277344 1551482967.9732
MEM 172.277344 1551482968.0775
MEM 172.277344 1551482968.1827
MEM 172.277344 1551482968.2833
MEM 172.277344 1551482968.3885
MEM 172.277344 1551482968.4937
MEM 172.277344 1551482968.5945
MEM 172.277344 1551482968.6948
MEM 172.285156 1551482968.7953
MEM 172.285156 1551482968.8962
MEM 172.285156 1551482969.0006
MEM 172.285156 1551482969.1010
MEM 172.285156 1551482969.2013
MEM 172.285156 1551482969.3024
MEM 172.320312 1551482969.4070
MEM 172.320312 1551482969.5123
MEM 172.351562 1551482969.6167
MEM 172.351562 1551482969.7219
MEM 172.351562 1551482969.8271
MEM 172.351562 1551482969.9300
MEM 172.351562 1551482970.0332
MEM 172.351562 1551482970.1356
MEM 172.351562 1551482970.2362
MEM 172.351562 1551482970.3374
MEM 172.351562 1551482970.4390
MEM 172.351562 1551482970.5396
MEM 172.351562 1551482970.6401
MEM 172.351562 1551482970.7405
MEM 172.351562 1551482970.8410
MEM 172.351562 1551482970.9417
MEM 172.355469 1551482971.0460
MEM 172.355469 1551482971.1511
MEM 172.386719 1551482971.2539
MEM 172.386719 1551482971.3591
MEM 172.417969 1551482971.4643
MEM 172.417969 1551482971.5680
MEM 172.421875 1551482971.6686
MEM 172.421875 1551482971.7702
MEM 172.421875 1551482971.8752
MEM 172.421875 1551482971.9776
MEM 172.421875 1551482972.0787
MEM 172.421875 1551482972.1832
MEM 172.421875 1551482972.2837
MEM 172.421875 1551482972.3839
MEM 172.421875 1551482972.4845
MEM 172.421875 1551482972.5849
MEM 172.425781 1551482972.6857
MEM 172.425781 1551482972.7902
MEM 172.425781 1551482972.8913
MEM 172.429688 1551482972.9916
MEM 172.468750 1551482973.0919
MEM 172.468750 1551482973.1924
MEM 172.503906 1551482973.2927
MEM 172.503906 1551482973.3980
MEM 172.515625 1551482973.5024
MEM 172.515625 1551482973.6048
MEM 172.515625 1551482973.7071
MEM 172.515625 1551482973.8107
MEM 172.515625 1551482973.9159
MEM 172.519531 1551482974.0183
MEM 172.519531 1551482974.1203
MEM 172.519531 1551482974.2213
MEM 172.519531 1551482974.3265
MEM 172.523438 1551482974.4268
MEM 172.523438 1551482974.5320
MEM 172.527344 1551482974.6323
MEM 172.527344 1551482974.7331
